seller_id,last_login,device,failed_logins,ip_country
S102767,2023-12-23,Desktop,0,USA
S102768,2024-10-26,Desktop,4,India
S102769,2024-09-01,Desktop,5,Germany
S102770,2025-02-10,Desktop,0,Singapore
S102771,2022-11-12,Mobile,8,Australia
S102772,2022-01-26,Tablet,6,Singapore
S102773,2025-01-13,Tablet,3,USA
S102774,2025-10-07,Tablet,7,Australia
S102775,2024-10-21,Mobile,5,Australia
S102776,2024-08-15,Mobile,2,USA
S102777,2024-01-04,Desktop,5,Germany
S102778,2024-07-21,Mobile,6,Germany
S102779,2023-06-15,Tablet,6,India
S102780,2022-07-05,Mobile,0,Germany
S102781,2023-02-20,Desktop,3,Germany
S102782,2022-02-28,Mobile,6,India
S102783,2025-12-29,Desktop,0,Australia
S102784,2022-10-15,Desktop,7,Australia
S102785,2023-09-26,Tablet,4,Canada
S102786,2026-04-11,Tablet,7,Singapore
S102787,2025-05-02,Mobile,4,Australia
S102788,2026-04-12,Tablet,0,UK
S102789,2022-07-17,Desktop,3,India
S102790,2023-04-04,Desktop,5,Australia
S102791,2022-11-30,Mobile,1,India
S102792,2026-05-09,Tablet,4,Singapore
S102793,2025-09-17,Mobile,5,India
S102794,2023-05-06,Desktop,8,UK
S102795,2025-09-06,Tablet,2,UK
S102796,2023-07-31,Tablet,5,Germany
S102797,2023-09-14,Desktop,0,India
S102798,2023-08-23,Desktop,8,Singapore
S102799,2026-02-23,Tablet,5,Australia
S102800,2025-01-30,Mobile,1,UK
S102801,2024-06-20,Desktop,1,Singapore
S102802,2022-09-04,Desktop,1,Canada
S102803,2025-04-02,Tablet,3,India
S102804,2025-01-06,Tablet,2,Germany
S102805,2026-03-27,Mobile,2,USA
S102806,2023-03-08,Tablet,3,Australia
S102807,2022-08-29,Tablet,3,Australia
S102808,2023-10-23,Mobile,3,Singapore
S102809,2023-01-12,Mobile,6,Singapore
S102810,2025-04-15,Tablet,6,Singapore
S102811,2025-06-04,Mobile,7,UK
S102812,2026-02-23,Desktop,0,UK
S102813,2024-10-24,Desktop,0,UK
S102814,2022-09-09,Tablet,4,Germany
S102815,2025-11-22,Mobile,0,India
S102816,2022-01-11,Tablet,0,Australia
S102817,2022-09-06,Mobile,0,Singapore
S102818,2025-05-12,Desktop,5,India
S102819,2025-01-22,Mobile,2,Germany
S102820,2025-01-06,Mobile,5,India
S102821,2023-07-26,Desktop,1,UK
S102822,2025-02-21,Tablet,4,Germany
S102823,2024-10-15,Desktop,7,Australia
S102824,2025-07-22,Mobile,0,Singapore
S102825,2022-03-23,Desktop,2,India
S102826,2025-06-26,Tablet,6,UK
S102827,2023-02-07,Tablet,3,Canada
S102828,2024-06-23,Desktop,4,USA
S102829,2024-01-11,Tablet,6,USA
S102830,2024-12-22,Mobile,2,Germany
S102831,2025-02-23,Mobile,4,Australia
S102832,2024-08-23,Mobile,5,UK
S102833,2024-03-04,Mobile,8,India
S102834,2023-09-08,Mobile,1,Singapore
S102835,2024-07-06,Desktop,4,Canada
S102836,2026-07-05,Mobile,4,USA
S102837,2026-06-25,Tablet,5,Singapore
S102838,2026-03-14,Desktop,1,Australia
S102839,2026-01-01,Mobile,8,Germany
S102840,2025-05-18,Desktop,6,USA
S102841,2024-09-07,Mobile,2,Australia
S102842,2022-01-13,Mobile,2,Australia
S102843,2024-01-03,Tablet,4,UK
S102844,2022-10-31,Desktop,4,Canada
S102845,2024-09-07,Mobile,7,Australia
S102846,2022-10-03,Mobile,3,Australia
S102847,2022-11-05,Mobile,1,Canada
S102848,2025-03-16,Mobile,0,India
S102849,2025-12-08,Desktop,5,Singapore
S102850,2023-07-05,Desktop,6,Australia
S102851,2022-10-10,Mobile,3,India
S102852,2022-08-03,Mobile,8,Canada
S102853,2022-02-16,Desktop,4,India
S102854,2022-05-18,Tablet,5,Singapore
S102855,2024-02-04,Desktop,7,Canada
S102856,2024-01-07,Mobile,5,UK
S102857,2025-10-10,Tablet,0,Singapore
S102858,2025-07-12,Mobile,5,Canada
S102859,2024-12-19,Desktop,7,Singapore
S102860,2024-03-06,Desktop,0,Canada
S102861,2023-10-12,Tablet,1,India
S102862,2025-08-08,Mobile,8,India
S102863,2023-06-05,Desktop,1,UK
S102864,2023-11-22,Mobile,4,UK
S102865,2025-12-03,Mobile,0,India
S102866,2024-08-03,Desktop,2,UK
S102867,2024-08-02,Tablet,3,Canada
S102868,2026-06-12,Tablet,5,Canada
S102869,2024-08-15,Desktop,2,India
S102870,2023-03-23,Tablet,7,Germany
S102871,2023-01-26,Mobile,7,Australia
S102872,2022-03-11,Desktop,7,Canada
S102873,2024-05-21,Desktop,4,Germany
S102874,2023-01-24,Mobile,7,UK
S102875,2023-01-04,Tablet,5,India
S102876,2024-04-24,Mobile,8,Australia
S102877,2022-02-12,Mobile,6,Germany
S102878,2025-06-10,Tablet,8,India
S102879,2025-04-09,Tablet,0,Canada
S102880,2025-01-18,Mobile,5,India
S102881,2024-01-06,Mobile,3,Germany
S102882,2025-11-06,Mobile,0,India
S102883,2025-07-19,Mobile,6,Australia
S102884,2025-08-13,Mobile,8,Singapore
S102885,2023-03-11,Mobile,1,USA
S102886,2025-08-18,Mobile,3,Singapore
S102887,2023-06-13,Tablet,1,USA
S102888,2022-04-04,Tablet,8,Germany
S102889,2024-04-27,Tablet,4,Singapore
S102890,2022-06-25,Tablet,2,UK
S102891,2025-09-12,Mobile,1,UK
S102892,2022-07-05,Mobile,6,Canada
S102893,2022-05-20,Tablet,1,UK
S102894,2023-01-07,Mobile,3,Canada
S102895,2026-05-10,Tablet,4,UK
S102896,2024-11-25,Mobile,8,Singapore
S102897,2026-04-12,Tablet,6,Canada
S102898,2024-03-30,Desktop,3,India
S102899,2023-04-09,Mobile,2,USA
S102900,2022-06-01,Tablet,2,India
S102901,2023-05-16,Desktop,2,Singapore
S102902,2023-02-13,Tablet,7,India
S102903,2023-09-10,Desktop,8,Germany
S102904,2026-05-17,Mobile,4,Singapore
S102905,2024-11-22,Tablet,1,Germany
S102906,2023-03-06,Desktop,0,USA
S102907,2025-09-27,Mobile,3,Canada
S102908,2025-03-27,Mobile,5,Australia
S102909,2024-11-01,Tablet,5,UK
S102910,2022-06-18,Desktop,1,India
S102911,2022-07-15,Mobile,1,Germany
S102912,2024-11-19,Tablet,7,Australia
S102913,2024-03-07,Tablet,4,USA
S102914,2024-08-29,Desktop,1,Canada
S102915,2023-08-13,Tablet,4,Singapore
S102916,2023-10-18,Mobile,8,Canada
S102917,2025-11-12,Tablet,8,Canada
S102918,2026-07-05,Tablet,4,Germany
S102919,2025-08-22,Tablet,5,Australia
S102920,2023-06-30,Desktop,2,India
S102921,2024-10-28,Tablet,6,India
S102922,2023-06-03,Desktop,2,UK
S102923,2025-11-24,Mobile,8,USA
S102924,2025-10-20,Mobile,8,UK
S102925,2026-06-22,Tablet,0,UK
S102926,2023-07-30,Tablet,3,UK
S102927,2026-02-03,Tablet,1,UK
S102928,2022-04-24,Desktop,1,Singapore
S102929,2025-12-18,Desktop,2,Germany
S102930,2025-07-18,Tablet,2,Canada
S102931,2023-01-06,Mobile,1,USA
S102932,2023-12-25,Desktop,7,USA
S102933,2024-12-21,Desktop,3,UK
S102934,2024-10-13,Tablet,4,USA
S102935,2023-08-28,Tablet,7,Singapore
S102936,2022-07-29,Mobile,1,Germany
S102937,2026-01-21,Desktop,7,India
S102938,2023-09-07,Tablet,3,Canada
S102939,2024-08-22,Desktop,5,USA
S102940,2023-03-14,Tablet,0,UK
S102941,2024-04-08,Desktop,6,USA
S102942,2024-05-11,Mobile,5,Singapore
S102943,2023-10-10,Tablet,2,USA
S102944,2025-04-20,Tablet,1,USA
S102945,2024-06-13,Mobile,0,UK
S102946,2025-07-17,Tablet,4,UK
S102947,2024-12-11,Tablet,7,Canada
S102948,2025-03-13,Tablet,5,UK
S102949,2022-11-05,Desktop,5,Germany
S102950,2022-07-03,Tablet,0,Australia
S102951,2024-08-27,Tablet,7,USA
S102952,2023-09-27,Mobile,8,Canada
S102953,2024-12-08,Mobile,1,UK
S102954,2026-07-11,Mobile,4,Germany
S102955,2023-01-16,Mobile,0,Singapore
S102956,2024-12-28,Tablet,2,Australia
S102957,2023-01-06,Desktop,1,USA
S102958,2024-06-23,Desktop,2,Australia
S102959,2025-05-08,Mobile,7,Canada
S102960,2025-07-06,Mobile,6,India
S102961,2022-05-05,Desktop,6,UK
S102962,2024-07-02,Desktop,0,UK
S102963,2024-12-07,Desktop,2,Canada
S102964,2025-07-23,Mobile,0,Australia
S102965,2025-12-28,Desktop,1,Germany
S102966,2024-08-02,Tablet,1,Canada
S102967,2025-05-11,Mobile,1,USA
S102968,2025-03-11,Mobile,6,India
S102969,2025-11-02,Tablet,6,Germany
S102970,2023-12-15,Desktop,6,USA
S102971,2022-09-12,Desktop,8,Australia
S102972,2024-10-23,Mobile,0,UK
S102973,2026-04-04,Mobile,1,Germany
S102974,2022-04-09,Tablet,7,Canada
S102975,2022-08-10,Mobile,3,UK
S102976,2025-09-17,Mobile,6,Singapore
S102977,2022-09-25,Desktop,5,Australia
S102978,2025-04-10,Tablet,4,Canada
S102979,2025-07-07,Desktop,8,Canada
S102980,2023-07-17,Desktop,5,India
S102981,2025-08-12,Mobile,8,UK
S102982,2023-03-10,Mobile,7,Australia
S102983,2026-06-24,Mobile,6,USA
S102984,2025-01-07,Tablet,8,Germany
S102985,2022-07-10,Mobile,1,Canada
S102986,2025-09-14,Mobile,2,Australia
S102987,2026-02-27,Mobile,6,India
S102988,2026-07-02,Mobile,8,Australia
S102989,2026-01-31,Mobile,4,Singapore
S102990,2023-02-11,Desktop,0,Singapore
S102991,2023-12-06,Mobile,2,USA
S102992,2023-03-22,Desktop,6,Germany
S102993,2023-12-24,Desktop,7,Canada
S102994,2024-09-18,Desktop,5,USA
S102995,2024-04-15,Tablet,2,Singapore
S102996,2025-07-25,Tablet,0,Singapore
S102997,2024-09-22,Mobile,3,India
S102998,2023-12-21,Desktop,2,India
S102999,2024-05-28,Tablet,4,Australia
S103000,2022-10-04,Mobile,7,Canada
S103001,2026-06-13,Mobile,6,USA
S103002,2026-07-05,Mobile,4,Singapore
S103003,2024-05-12,Mobile,4,India
S103004,2023-06-06,Mobile,3,USA
S103005,2023-03-11,Tablet,7,Canada
S103006,2026-05-03,Desktop,4,Australia
S103007,2026-07-07,Mobile,7,UK
S103008,2025-04-09,Mobile,2,India
S103009,2022-10-03,Tablet,6,India
S103010,2023-08-28,Mobile,8,India
S103011,2024-01-15,Desktop,0,USA
S103012,2026-01-17,Mobile,5,UK
S103013,2025-08-15,Desktop,1,Germany
S103014,2023-07-19,Mobile,0,India
S103015,2025-09-29,Mobile,6,Australia
S103016,2023-01-09,Mobile,3,Canada
S103017,2023-01-16,Tablet,7,Canada
S103018,2024-10-01,Tablet,7,Australia
S103019,2025-03-16,Desktop,1,USA
S103020,2024-08-08,Desktop,8,USA
S103021,2026-03-13,Desktop,6,India
S103022,2023-10-17,Mobile,7,Singapore
S103023,2023-03-30,Tablet,7,Canada
S103024,2024-10-14,Tablet,6,India
S103025,2026-06-23,Mobile,0,India
S103026,2026-05-19,Tablet,1,Canada
S103027,2022-09-27,Mobile,6,India
S103028,2022-11-29,Tablet,2,Canada
S103029,2024-01-01,Mobile,5,India
S103030,2022-11-10,Desktop,6,Canada
S103031,2025-04-19,Desktop,6,Germany
S103032,2023-05-09,Mobile,1,Canada
S103033,2024-06-26,Mobile,4,UK
S103034,2025-10-29,Mobile,7,Germany
S103035,2025-09-17,Mobile,0,Canada
S103036,2023-05-08,Tablet,2,India
S103037,2026-01-15,Desktop,0,Australia
S103038,2024-07-24,Desktop,8,Singapore
S103039,2022-10-19,Mobile,3,UK
S103040,2023-12-13,Tablet,4,Australia
S103041,2024-09-21,Tablet,7,Canada
S103042,2025-12-10,Desktop,6,India
S103043,2024-11-10,Desktop,5,Germany
S103044,2022-01-23,Desktop,6,Australia
S103045,2022-11-21,Desktop,1,India
S103046,2023-06-29,Mobile,6,USA
S103047,2024-08-01,Tablet,1,Singapore
S103048,2025-10-09,Mobile,5,India
S103049,2023-11-20,Mobile,1,Germany
S103050,2022-09-06,Mobile,8,UK
S103051,2022-06-29,Desktop,3,USA
S103052,2024-09-02,Tablet,8,India
S103053,2022-07-01,Mobile,0,India
S103054,2023-08-04,Mobile,6,Australia
S103055,2023-07-02,Tablet,2,USA
S103056,2022-03-04,Desktop,7,UK
S103057,2022-10-26,Desktop,7,Germany
S103058,2024-12-13,Desktop,1,India
S103059,2025-03-06,Mobile,8,Canada
S103060,2024-03-22,Mobile,8,Australia
S103061,2024-12-02,Mobile,2,India
S103062,2022-09-19,Desktop,5,Australia
S103063,2025-08-22,Mobile,3,Germany
S103064,2026-07-28,Tablet,0,Canada
S103065,2022-03-18,Mobile,6,India
S103066,2026-06-08,Tablet,0,Canada
S103067,2025-08-02,Tablet,3,Germany
S103068,2022-01-26,Tablet,4,Germany
S103069,2023-11-23,Tablet,3,Canada
S103070,2024-08-06,Desktop,6,UK
S103071,2024-08-29,Mobile,8,Canada
S103072,2022-06-11,Mobile,0,Germany
S103073,2024-09-27,Mobile,5,USA
S103074,2024-12-15,Desktop,4,Australia
S103075,2024-08-01,Tablet,8,USA
S103076,2025-02-13,Desktop,0,UK
S103077,2025-10-10,Mobile,4,India
S103078,2022-04-29,Desktop,7,Australia
S103079,2022-09-17,Mobile,7,Australia
S103080,2025-12-12,Tablet,0,India
S103081,2026-01-28,Tablet,2,Canada
S103082,2026-06-25,Tablet,7,Singapore
S103083,2024-02-19,Desktop,6,Australia
S103084,2023-10-16,Mobile,6,USA
S103085,2023-07-30,Mobile,0,USA
S103086,2024-12-06,Mobile,2,Australia
S103087,2023-12-01,Mobile,6,UK
S103088,2022-11-25,Tablet,6,India
S103089,2024-08-11,Tablet,1,USA
S103090,2022-12-07,Tablet,7,Germany
S103091,2025-12-19,Mobile,7,Germany
S103092,2025-05-06,Desktop,1,Singapore
S103093,2023-06-10,Mobile,6,India
S103094,2023-07-23,Mobile,0,Canada
S103095,2026-03-08,Mobile,4,Australia
S103096,2024-03-12,Mobile,3,Australia
S103097,2026-02-17,Tablet,6,Australia
S103098,2025-07-21,Tablet,6,UK
S103099,2022-07-21,Tablet,6,Australia
S103100,2023-03-18,Tablet,1,Canada
S103101,2024-09-03,Desktop,0,India
S103102,2023-03-11,Tablet,6,India
S103103,2023-05-03,Mobile,4,UK
S103104,2023-02-21,Mobile,6,Germany
S103105,2022-11-11,Mobile,8,Canada
S103106,2024-06-02,Mobile,2,USA
S103107,2025-06-26,Mobile,5,India
S103108,2025-10-23,Mobile,8,Canada
S103109,2023-10-13,Tablet,6,Canada
S103110,2026-01-09,Mobile,6,USA
S103111,2023-09-04,Tablet,1,USA
S103112,2022-05-10,Desktop,4,India
S103113,2023-06-14,Mobile,4,UK
S103114,2023-12-16,Mobile,5,Germany
S103115,2022-06-23,Mobile,0,Singapore
S103116,2024-12-08,Tablet,3,Singapore
S103117,2024-06-11,Tablet,4,Australia
S103118,2023-01-31,Mobile,2,USA
S103119,2025-02-11,Tablet,1,India
S103120,2024-04-05,Mobile,3,UK
S103121,2022-03-01,Desktop,4,Singapore
S103122,2022-07-03,Mobile,7,Germany
S103123,2023-03-22,Tablet,4,India
S103124,2025-04-02,Desktop,8,USA
S103125,2024-05-07,Tablet,8,USA
S103126,2026-05-07,Tablet,0,UK
S103127,2023-06-24,Tablet,2,Singapore
S103128,2022-01-14,Tablet,6,USA
S103129,2023-10-24,Tablet,2,India
S103130,2023-07-04,Tablet,1,India
S103131,2022-04-15,Tablet,4,USA
S103132,2025-09-22,Desktop,2,Canada
S103133,2025-11-06,Mobile,5,USA
S103134,2022-08-04,Tablet,6,Canada
S103135,2025-04-09,Mobile,7,India
S103136,2025-08-03,Tablet,5,UK
S103137,2025-02-13,Desktop,3,UK
S103138,2024-04-26,Desktop,8,India
S103139,2025-11-23,Tablet,8,India
S103140,2025-09-23,Desktop,4,USA
S103141,2023-11-12,Desktop,5,USA
S103142,2026-03-31,Desktop,4,UK
S103143,2022-12-05,Tablet,4,Germany
S103144,2026-03-18,Tablet,2,UK
S103145,2024-03-31,Tablet,2,Germany
S103146,2025-07-01,Tablet,8,Germany
S103147,2022-01-05,Desktop,0,Canada
S103148,2023-09-23,Desktop,4,Canada
S103149,2022-11-30,Desktop,3,Singapore
S103150,2025-07-20,Tablet,0,UK
S103151,2023-03-22,Mobile,2,Australia
S103152,2022-06-20,Desktop,5,Germany
S103153,2024-01-08,Desktop,6,Germany
S103154,2023-11-27,Tablet,2,Singapore
S103155,2025-10-21,Desktop,7,Singapore
S103156,2024-11-21,Tablet,3,Singapore
S103157,2023-11-24,Mobile,6,India
S103158,2026-02-11,Mobile,0,Singapore
S103159,2026-02-20,Desktop,7,Canada
S103160,2022-12-17,Mobile,1,USA
S103161,2024-05-15,Tablet,5,Australia
S103162,2022-07-09,Desktop,5,Australia
S103163,2025-07-12,Desktop,4,Australia
S103164,2026-04-02,Tablet,7,Australia
S103165,2023-08-15,Desktop,8,USA
S103166,2022-04-01,Tablet,1,India
S103167,2025-10-26,Desktop,3,Australia
S103168,2022-11-22,Mobile,1,Australia
S103169,2022-08-04,Tablet,4,Canada
S103170,2023-07-06,Tablet,2,Australia
S103171,2022-08-30,Mobile,5,UK
S103172,2025-03-21,Tablet,4,USA
S103173,2022-02-18,Tablet,5,Singapore
S103174,2022-05-29,Tablet,1,Germany
S103175,2026-04-15,Tablet,4,India
S103176,2024-04-17,Desktop,0,Germany
S103177,2023-03-20,Tablet,5,Germany
S103178,2026-04-25,Desktop,8,Germany
S103179,2022-07-06,Desktop,8,Singapore
S103180,2025-03-12,Desktop,7,Canada
S103181,2023-08-05,Desktop,1,India
S103182,2025-04-07,Desktop,5,Singapore
S103183,2025-12-24,Tablet,6,UK
S103184,2023-07-24,Desktop,2,India
S103185,2025-11-25,Tablet,4,Germany
S103186,2024-09-12,Tablet,6,Canada
S103187,2024-12-05,Mobile,1,India
S103188,2025-12-16,Mobile,0,UK
S103189,2026-06-04,Desktop,8,India
S103190,2023-06-22,Desktop,3,Germany
S103191,2024-01-07,Tablet,4,Australia
S103192,2026-04-13,Mobile,2,USA
S103193,2023-01-18,Desktop,1,Australia
S103194,2023-06-10,Tablet,3,USA
S103195,2023-08-07,Desktop,0,Germany
S103196,2023-02-19,Mobile,2,Canada
S103197,2023-07-23,Desktop,4,Singapore
S103198,2022-05-14,Mobile,3,India
S103199,2025-09-25,Mobile,8,Australia
S103200,2023-02-09,Desktop,0,USA
S103201,2022-07-26,Mobile,7,Canada
S103202,2026-03-30,Desktop,0,Singapore
S103203,2023-03-01,Tablet,6,India
S103204,2025-12-07,Tablet,2,UK
S103205,2026-03-18,Desktop,6,Germany
S103206,2022-08-31,Mobile,1,Singapore
S103207,2023-01-27,Desktop,5,Germany
S103208,2022-05-09,Desktop,7,Australia
S103209,2022-10-11,Desktop,1,UK
S103210,2024-02-29,Tablet,0,Singapore
S103211,2022-07-25,Mobile,7,UK
S103212,2025-03-10,Tablet,4,India
S103213,2024-08-10,Mobile,1,Singapore
S103214,2022-07-06,Mobile,5,Singapore
S103215,2023-08-01,Desktop,7,Germany
S103216,2024-02-17,Desktop,5,UK
S103217,2023-06-08,Tablet,3,USA
S103218,2022-01-25,Desktop,2,USA
S103219,2022-10-02,Tablet,1,Germany
S103220,2024-01-27,Desktop,7,UK
S103221,2023-01-02,Mobile,0,Germany
S103222,2022-04-07,Desktop,8,USA
S103223,2024-07-24,Mobile,0,Singapore
S103224,2025-03-30,Tablet,5,Singapore
S103225,2023-06-28,Tablet,0,India
S103226,2024-05-23,Mobile,7,Canada
S103227,2022-08-14,Desktop,2,UK
S103228,2022-02-10,Tablet,4,Singapore
S103229,2026-04-18,Mobile,6,India
S103230,2023-11-13,Mobile,4,USA
S103231,2025-04-02,Mobile,2,UK
S103232,2024-12-19,Desktop,8,Singapore
S103233,2023-11-04,Mobile,7,Canada
S103234,2023-01-02,Mobile,8,Canada
S103235,2026-05-26,Mobile,2,India
S103236,2026-07-12,Desktop,5,Canada
S103237,2025-08-08,Desktop,2,India
S103238,2023-03-27,Tablet,5,Canada
S103239,2025-05-03,Desktop,0,UK
S103240,2026-07-30,Tablet,7,Australia
S103241,2024-02-22,Mobile,2,India
S103242,2023-02-08,Mobile,7,Australia
S103243,2024-01-07,Mobile,1,Australia
S103244,2025-11-13,Mobile,2,Singapore
S103245,2023-04-18,Desktop,3,India
S103246,2022-08-29,Tablet,8,Australia
S103247,2022-03-06,Desktop,7,Germany
S103248,2022-07-26,Tablet,7,Canada
S103249,2022-09-01,Tablet,4,Germany
S103250,2024-04-25,Mobile,6,Australia
S103251,2024-05-14,Mobile,1,Singapore
S103252,2023-02-18,Tablet,0,Singapore
S103253,2026-05-24,Desktop,1,UK
S103254,2024-11-26,Tablet,1,Singapore
S103255,2023-05-29,Desktop,2,Germany
S103256,2025-08-10,Desktop,3,Germany
S103257,2024-12-05,Desktop,7,UK
S103258,2025-10-29,Mobile,0,Singapore
S103259,2024-10-27,Desktop,1,Germany
S103260,2025-06-16,Desktop,2,Germany
S103261,2024-09-27,Mobile,2,Canada
S103262,2022-12-26,Mobile,4,Canada
S103263,2024-08-04,Tablet,1,Singapore
S103264,2026-05-19,Mobile,1,Australia
S103265,2026-01-04,Desktop,6,UK
S103266,2023-12-04,Desktop,3,Singapore
S103267,2022-01-31,Mobile,7,Australia
S103268,2024-09-17,Desktop,6,Germany
S103269,2024-05-04,Desktop,5,Canada
S103270,2023-05-10,Desktop,3,India
S103271,2023-05-24,Mobile,5,USA
S103272,2024-01-08,Mobile,2,UK
S103273,2023-11-17,Mobile,5,Singapore
S103274,2022-02-02,Tablet,3,Germany
S103275,2025-06-19,Tablet,2,Germany
S103276,2025-11-29,Tablet,4,India
S103277,2025-01-26,Tablet,8,India
S103278,2022-11-15,Mobile,1,UK
S103279,2025-12-22,Desktop,3,Canada
S103280,2023-05-17,Desktop,1,India
S103281,2022-03-30,Tablet,1,UK
S103282,2026-03-09,Mobile,1,India
S103283,2023-02-28,Desktop,0,India
S103284,2022-04-28,Desktop,8,India
S103285,2024-09-09,Mobile,4,Australia
S103286,2022-10-18,Mobile,0,Australia
S103287,2024-12-21,Tablet,0,UK
S103288,2025-08-29,Tablet,1,USA
S103289,2022-03-08,Tablet,8,India
S103290,2025-04-02,Desktop,7,Germany
S103291,2024-03-20,Desktop,2,Canada
S103292,2024-01-04,Desktop,5,UK
S103293,2026-02-28,Mobile,8,India
S103294,2025-04-07,Desktop,8,Germany
S103295,2022-10-08,Desktop,3,USA
S103296,2025-04-24,Tablet,4,Germany
S103297,2026-06-19,Mobile,6,Germany
S103298,2025-09-24,Tablet,7,UK
S103299,2025-04-12,Mobile,1,UK
S103300,2023-06-02,Desktop,5,Germany
S103301,2022-09-14,Desktop,7,UK
S103302,2025-01-31,Mobile,3,Singapore
S103303,2022-05-14,Desktop,0,Australia
S103304,2024-11-21,Desktop,3,USA
S103305,2023-05-30,Tablet,3,USA
S103306,2026-02-20,Desktop,8,Australia
S103307,2026-03-10,Tablet,3,India
S103308,2024-10-05,Mobile,1,USA
S103309,2024-06-24,Tablet,4,Canada
S103310,2026-06-07,Tablet,1,India
S103311,2025-12-05,Mobile,3,UK
S103312,2022-11-30,Desktop,3,Canada
S103313,2026-02-18,Mobile,8,Germany
S103314,2022-01-12,Tablet,1,Singapore
S103315,2022-09-20,Mobile,1,Germany
S103316,2022-04-07,Desktop,3,India
S103317,2023-05-30,Tablet,8,Singapore
S103318,2026-06-22,Mobile,4,USA
S103319,2026-02-21,Tablet,1,Canada
S103320,2023-04-09,Mobile,0,Germany
S103321,2024-08-07,Desktop,5,UK
S103322,2023-06-01,Tablet,8,India
S103323,2023-09-13,Tablet,1,India
S103324,2022-03-22,Desktop,2,Canada
S103325,2025-01-15,Desktop,5,Singapore
S103326,2025-07-14,Tablet,0,USA
S103327,2025-04-18,Tablet,8,India
S103328,2023-07-04,Desktop,4,UK
S103329,2024-02-11,Desktop,8,Australia
S103330,2022-08-22,Tablet,2,Germany
S103331,2024-03-08,Desktop,4,USA
S103332,2025-10-31,Mobile,0,UK
S103333,2023-12-09,Tablet,3,UK
S103334,2023-09-26,Mobile,1,India
S103335,2022-11-19,Tablet,7,Canada
S103336,2025-03-12,Mobile,6,Germany
S103337,2023-12-12,Desktop,8,Singapore
S103338,2023-10-31,Tablet,1,Canada
S103339,2026-02-04,Desktop,2,Canada
S103340,2022-04-22,Tablet,1,Singapore
S103341,2024-06-05,Desktop,0,USA
S103342,2023-09-20,Mobile,4,Germany
S103343,2023-08-07,Tablet,2,Australia
S103344,2025-03-29,Tablet,0,USA
S103345,2023-11-13,Desktop,5,Canada
S103346,2024-06-20,Desktop,8,UK
S103347,2025-01-09,Tablet,0,USA
S103348,2025-11-11,Tablet,2,India
S103349,2024-05-03,Desktop,1,UK
S103350,2026-02-14,Tablet,7,Singapore
S103351,2023-10-16,Tablet,0,USA
S103352,2025-12-28,Desktop,0,USA
S103353,2023-06-03,Desktop,3,Canada
S103354,2026-01-02,Desktop,0,Canada
S103355,2025-08-27,Tablet,2,Germany
S103356,2023-07-14,Tablet,8,Germany
S103357,2026-01-09,Desktop,0,Singapore
S103358,2025-09-25,Mobile,8,Australia
S103359,2024-01-09,Mobile,0,Australia
S103360,2024-04-06,Tablet,4,Germany
S103361,2024-04-01,Mobile,3,India
S103362,2024-12-18,Tablet,1,Canada
S103363,2022-06-17,Desktop,6,Australia
S103364,2023-01-03,Desktop,0,Singapore
S103365,2023-06-22,Mobile,2,UK
S103366,2023-12-16,Desktop,2,UK
S103367,2023-07-07,Mobile,1,Canada
S103368,2022-03-29,Tablet,6,UK
S103369,2024-05-06,Mobile,7,UK
S103370,2023-05-17,Desktop,1,Canada
S103371,2026-02-17,Desktop,6,Canada
S103372,2022-02-13,Desktop,6,India
S103373,2023-09-11,Desktop,8,India
S103374,2024-03-12,Desktop,1,Singapore
S103375,2025-08-19,Tablet,4,Germany
S103376,2022-09-03,Desktop,7,India
S103377,2024-01-12,Mobile,2,USA
S103378,2026-01-25,Desktop,3,Singapore
S103379,2026-01-31,Mobile,4,Singapore
S103380,2025-12-10,Desktop,2,Germany
S103381,2023-12-01,Desktop,1,Singapore
S103382,2024-08-09,Desktop,7,Australia
S103383,2022-05-10,Mobile,3,Germany
S103384,2022-07-29,Mobile,8,Singapore
S103385,2024-10-20,Mobile,2,Germany
S103386,2022-02-23,Tablet,6,UK
S103387,2023-10-25,Desktop,0,Australia
S103388,2025-02-01,Mobile,5,UK
S103389,2024-09-20,Tablet,1,UK
S103390,2026-07-23,Desktop,5,Singapore
S103391,2022-11-04,Mobile,4,Canada
S103392,2023-04-25,Tablet,3,India
S103393,2024-03-20,Mobile,1,Germany
S103394,2025-09-28,Mobile,1,Singapore
S103395,2023-07-17,Tablet,2,UK
S103396,2024-04-23,Mobile,7,India
S103397,2022-10-15,Desktop,2,USA
S103398,2025-07-19,Desktop,6,Germany
S103399,2022-12-28,Desktop,1,Germany
S103400,2025-03-12,Desktop,8,India
S103401,2025-05-31,Desktop,3,Australia
S103402,2023-05-22,Mobile,1,Germany
S103403,2024-10-21,Tablet,7,Germany
S103404,2022-11-10,Mobile,4,Canada
S103405,2022-09-29,Desktop,8,Singapore
S103406,2026-07-25,Tablet,3,India
S103407,2023-08-28,Desktop,1,Germany
S103408,2024-12-04,Mobile,2,India
S103409,2024-05-22,Mobile,1,Australia
S103410,2026-04-28,Tablet,2,Germany
S103411,2025-02-12,Desktop,1,USA
S103412,2024-09-21,Mobile,7,USA
S103413,2022-08-29,Tablet,7,Australia
S103414,2025-04-29,Desktop,3,UK
S103415,2026-05-11,Tablet,5,India
