seller_id,fraud_flag,risk_score,fraud_reason
S102805,False,76,Document Mismatch
S102806,False,43,Fake Address
S102807,True,95,Multiple Accounts
S102808,False,36,Multiple Accounts
S102809,False,84,Document Mismatch
S102810,False,4,Fake Address
S102811,False,26,Fake Address
S102812,False,14,None
S102813,False,9,Multiple Accounts
S102814,False,35,Fake Address
S102815,False,66,Document Mismatch
S102816,False,79,None
S102817,False,84,Multiple Accounts
S102818,True,95,Multiple Accounts
S102819,False,80,Document Mismatch
S102820,False,17,Document Mismatch
S102821,False,60,Multiple Accounts
S102822,False,85,Document Mismatch
S102823,False,30,Fake Address
S102824,False,20,Multiple Accounts
S102825,False,56,Multiple Accounts
S102826,False,13,Document Mismatch
S102827,False,3,Multiple Accounts
S102828,False,17,Multiple Accounts
S102829,False,42,Document Mismatch
S102830,False,81,Fake Address
S102831,False,20,Multiple Accounts
S102832,False,33,None
S102833,False,37,Multiple Accounts
S102834,False,22,Document Mismatch
S102835,False,11,Multiple Accounts
S102836,False,52,Document Mismatch
S102837,False,15,None
S102838,True,87,Document Mismatch
S102839,False,62,Fake Address
S102840,False,36,Document Mismatch
S102841,False,43,Document Mismatch
S102842,False,15,None
S102843,False,7,Fake Address
S102844,False,47,Multiple Accounts
S102845,False,20,Fake Address
S102846,False,15,Multiple Accounts
S102847,False,37,Fake Address
S102848,False,40,None
S102849,False,80,Document Mismatch
S102850,False,69,Fake Address
S102851,False,27,None
S102852,False,2,None
S102853,True,95,Document Mismatch
S102854,False,56,None
S102855,True,91,Document Mismatch
S102856,False,21,Fake Address
S102857,False,72,Multiple Accounts
S102858,False,4,Multiple Accounts
S102859,False,41,Document Mismatch
S102860,False,13,Multiple Accounts
S102861,True,94,Document Mismatch
S102862,False,44,Fake Address
S102863,True,95,Fake Address
S102864,False,35,None
S102865,True,93,Multiple Accounts
S102866,False,35,Multiple Accounts
S102867,False,35,Fake Address
S102868,False,13,Fake Address
S102869,True,92,Document Mismatch
S102870,True,94,Multiple Accounts
S102871,False,2,Document Mismatch
S102872,False,32,None
S102873,False,54,Document Mismatch
S102874,False,78,Fake Address
S102875,False,83,Fake Address
S102876,False,76,Fake Address
S102877,False,4,None
S102878,False,74,Fake Address
S102879,False,66,None
S102880,False,75,None
S102881,False,17,Document Mismatch
S102882,False,38,Document Mismatch
S102883,False,29,Document Mismatch
S102884,False,79,None
S102885,True,86,Multiple Accounts
S102886,False,22,Document Mismatch
S102887,False,6,Multiple Accounts
S102888,False,26,Fake Address
S102889,False,13,Fake Address
S102890,False,4,None
S102891,False,66,None
S102892,True,94,Multiple Accounts
S102893,True,94,Fake Address
S102894,False,14,Multiple Accounts
S102895,False,67,None
S102896,False,67,None
S102897,False,18,Document Mismatch
S102898,False,75,Multiple Accounts
S102899,False,39,Fake Address
S102900,True,94,Document Mismatch
S102901,False,59,None
S102902,False,18,Multiple Accounts
S102903,False,65,Document Mismatch
S102904,True,96,None
S102905,False,59,Document Mismatch
S102906,True,91,None
S102907,False,16,Document Mismatch
S102908,False,65,Fake Address
S102909,False,69,Document Mismatch
S102910,False,43,None
S102911,False,55,Multiple Accounts
S102912,False,6,Fake Address
S102913,True,93,Document Mismatch
S102914,False,10,Document Mismatch
S102915,False,54,Fake Address
S102916,True,92,Fake Address
S102917,False,11,Document Mismatch
S102918,False,73,Fake Address
S102919,False,38,None
S102920,False,24,None
S102921,False,16,Multiple Accounts
S102922,False,39,Multiple Accounts
S102923,False,16,Fake Address
S102924,False,8,Document Mismatch
S102925,False,64,Multiple Accounts
S102926,False,14,Fake Address
S102927,False,65,Fake Address
S102928,False,48,Multiple Accounts
S102929,False,55,Multiple Accounts
S102930,False,38,Fake Address
S102931,False,7,Multiple Accounts
S102932,False,10,Fake Address
S102933,False,27,Multiple Accounts
S102934,False,11,None
S102935,False,12,Document Mismatch
S102936,False,25,Multiple Accounts
S102937,False,2,Multiple Accounts
S102938,False,23,Document Mismatch
S102939,False,76,Document Mismatch
S102940,False,84,None
S102941,False,26,Multiple Accounts
S102942,False,9,None
S102943,False,28,Fake Address
S102944,False,73,Document Mismatch
S102945,False,66,Document Mismatch
S102946,False,59,Document Mismatch
S102947,False,67,Document Mismatch
S102948,False,62,None
S102949,False,44,Fake Address
S102950,True,92,Document Mismatch
S102951,False,19,Fake Address
S102952,False,23,Fake Address
S102953,False,22,Fake Address
S102954,False,74,Multiple Accounts
S102955,False,50,Document Mismatch
S102956,False,54,Fake Address
S102957,False,23,None
S102958,False,62,None
S102959,False,62,Fake Address
S102960,False,27,Document Mismatch
S102961,False,8,Document Mismatch
S102962,False,22,None
S102963,False,49,Multiple Accounts
S102964,False,36,Multiple Accounts
S102965,False,77,Document Mismatch
S102966,True,98,None
S102967,False,16,Multiple Accounts
S102968,False,41,Document Mismatch
S102969,False,57,None
S102970,False,68,Document Mismatch
S102971,False,34,Fake Address
S102972,False,74,Multiple Accounts
S102973,False,82,Fake Address
S102974,False,82,Document Mismatch
S102975,False,18,Fake Address
S102976,False,22,Multiple Accounts
S102977,False,24,None
S102978,True,87,Fake Address
S102979,True,88,None
S102980,False,42,Fake Address
S102981,False,23,Multiple Accounts
S102982,True,91,None
S102983,False,50,Multiple Accounts
S102984,False,73,Fake Address
S102985,False,42,Multiple Accounts
S102986,False,16,Document Mismatch
S102987,False,69,Document Mismatch
S102988,False,16,Document Mismatch
S102989,False,75,Fake Address
S102990,False,72,Document Mismatch
S102991,False,39,Fake Address
S102992,False,42,Document Mismatch
S102993,False,41,Fake Address
S102994,False,51,None
S102995,False,19,Document Mismatch
S102996,False,53,None
S102997,False,23,None
S102998,False,10,None
S102999,False,53,Fake Address
S103000,False,23,Multiple Accounts
S103001,False,4,Document Mismatch
S103002,False,2,Fake Address
S103003,False,37,Multiple Accounts
S103004,False,61,None
S103005,False,34,Multiple Accounts
S103006,False,8,Fake Address
S103007,False,63,Document Mismatch
S103008,False,24,Fake Address
S103009,False,9,Document Mismatch
S103010,False,72,None
S103011,False,46,None
S103012,False,47,Document Mismatch
S103013,False,81,Multiple Accounts
S103014,False,16,Document Mismatch
S103015,False,80,Document Mismatch
S103016,False,68,None
S103017,False,27,Document Mismatch
S103018,False,69,Multiple Accounts
S103019,False,49,Document Mismatch
S103020,False,5,Multiple Accounts
S103021,True,92,Multiple Accounts
S103022,False,80,None
S103023,False,38,Document Mismatch
S103024,False,35,Fake Address
S103025,False,29,None
S103026,False,48,Document Mismatch
S103027,False,78,Document Mismatch
S103028,False,78,Fake Address
S103029,False,4,None
S103030,False,9,Document Mismatch
S103031,False,70,Document Mismatch
S103032,False,82,None
S103033,True,86,Multiple Accounts
S103034,False,3,None
S103035,True,96,Document Mismatch
S103036,False,76,None
S103037,False,43,None
S103038,False,57,Multiple Accounts
S103039,False,78,None
S103040,False,59,Fake Address
S103041,True,86,Multiple Accounts
S103042,False,37,Fake Address
S103043,False,5,None
S103044,False,70,Fake Address
S103045,False,75,Multiple Accounts
S103046,False,23,Multiple Accounts
S103047,True,95,Fake Address
S103048,False,25,None
S103049,False,67,Multiple Accounts
S103050,False,62,Document Mismatch
S103051,False,15,Document Mismatch
S103052,False,11,Fake Address
S103053,False,42,None
S103054,False,30,Multiple Accounts
S103055,False,33,Multiple Accounts
S103056,True,98,Document Mismatch
S103057,False,35,None
S103058,False,70,Document Mismatch
S103059,False,85,None
S103060,False,47,Fake Address
S103061,False,55,Fake Address
S103062,True,94,None
S103063,False,63,Multiple Accounts
S103064,False,41,Fake Address
S103065,False,47,Fake Address
S103066,False,4,None
S103067,False,46,Multiple Accounts
S103068,False,8,Multiple Accounts
S103069,False,26,None
S103070,False,41,Fake Address
S103071,False,61,Document Mismatch
S103072,False,61,Fake Address
S103073,True,95,Document Mismatch
S103074,False,16,Multiple Accounts
S103075,False,58,Multiple Accounts
S103076,True,89,Fake Address
S103077,False,9,Document Mismatch
S103078,False,46,Document Mismatch
S103079,False,6,None
S103080,False,45,Multiple Accounts
S103081,False,2,Document Mismatch
S103082,False,62,Document Mismatch
S103083,False,55,None
S103084,False,9,Document Mismatch
S103085,False,20,Document Mismatch
S103086,False,72,Document Mismatch
S103087,False,14,Multiple Accounts
S103088,False,66,None
S103089,False,20,Multiple Accounts
S103090,False,9,Multiple Accounts
S103091,False,67,Document Mismatch
S103092,True,89,Multiple Accounts
S103093,False,48,Fake Address
S103094,False,13,Document Mismatch
S103095,False,6,None
S103096,False,45,Document Mismatch
S103097,False,22,Fake Address
S103098,False,50,Document Mismatch
S103099,False,33,Document Mismatch
S103100,False,1,Fake Address
S103101,False,17,Multiple Accounts
S103102,False,42,Fake Address
S103103,True,95,None
S103104,False,73,Fake Address
S103105,False,27,None
S103106,True,98,None
S103107,False,45,Document Mismatch
S103108,False,80,Multiple Accounts
S103109,False,39,Fake Address
S103110,True,100,Fake Address
S103111,False,12,Multiple Accounts
S103112,True,96,None
S103113,False,37,Document Mismatch
S103114,False,36,None
S103115,False,11,Fake Address
S103116,False,64,None
S103117,False,14,Multiple Accounts
S103118,False,40,None
S103119,False,45,Multiple Accounts
S103120,False,19,Multiple Accounts
S103121,False,31,None
S103122,False,85,Document Mismatch
S103123,True,100,Fake Address
S103124,False,20,None
S103125,False,44,Document Mismatch
S103126,False,43,Fake Address
S103127,False,10,None
S103128,False,15,None
S103129,False,13,None
S103130,False,81,None
S103131,False,20,Document Mismatch
S103132,False,46,Document Mismatch
S103133,False,5,None
S103134,False,57,Multiple Accounts
S103135,False,30,None
S103136,False,48,Fake Address
S103137,False,33,None
S103138,False,40,Fake Address
S103139,False,67,Multiple Accounts
S103140,False,53,Fake Address
S103141,False,36,Document Mismatch
S103142,False,18,Multiple Accounts
S103143,True,96,None
S103144,False,70,Fake Address
S103145,False,8,Document Mismatch
S103146,False,57,Document Mismatch
S103147,True,87,None
S103148,False,26,Multiple Accounts
S103149,True,89,Fake Address
S103150,False,74,Multiple Accounts
S103151,False,12,Document Mismatch
S103152,False,48,Fake Address
S103153,False,12,None
S103154,True,100,Fake Address
S103155,False,70,None
S103156,False,81,Fake Address
S103157,False,77,Document Mismatch
S103158,False,41,None
S103159,True,97,Fake Address
S103160,False,54,Multiple Accounts
S103161,False,45,Document Mismatch
S103162,False,8,Document Mismatch
S103163,True,98,Multiple Accounts
S103164,False,73,Fake Address
S103165,False,10,Document Mismatch
S103166,False,58,Document Mismatch
S103167,False,25,None
S103168,False,46,Multiple Accounts
S103169,False,48,Fake Address
S103170,False,39,Multiple Accounts
S103171,False,11,Fake Address
S103172,False,32,Multiple Accounts
S103173,False,26,Fake Address
S103174,False,40,Document Mismatch
S103175,False,60,None
S103176,False,36,Fake Address
S103177,False,3,None
S103178,True,97,Multiple Accounts
S103179,False,38,Multiple Accounts
S103180,True,88,Fake Address
S103181,False,79,Document Mismatch
S103182,False,20,Fake Address
S103183,True,93,None
S103184,False,24,None
S103185,False,54,Fake Address
S103186,False,46,None
S103187,False,77,Fake Address
S103188,False,71,Multiple Accounts
S103189,False,82,Fake Address
S103190,False,20,Fake Address
S103191,False,79,Document Mismatch
S103192,False,75,Fake Address
S103193,False,18,Multiple Accounts
S103194,False,6,Document Mismatch
S103195,False,65,Multiple Accounts
S103196,False,62,Multiple Accounts
S103197,False,85,Fake Address
S103198,False,77,Multiple Accounts
S103199,False,13,Fake Address
S103200,False,70,Document Mismatch
S103201,False,60,Fake Address
S103202,False,36,Document Mismatch
S103203,False,82,None
S103204,False,39,Fake Address
S103205,False,19,Document Mismatch
S103206,False,44,None
S103207,False,85,Multiple Accounts
S103208,False,38,Document Mismatch
S103209,False,45,Multiple Accounts
S103210,False,3,None
S103211,False,13,Multiple Accounts
S103212,False,84,Fake Address
S103213,False,16,Document Mismatch
S103214,False,46,Multiple Accounts
S103215,False,68,Fake Address
S103216,True,98,None
S103217,False,4,Document Mismatch
S103218,False,71,Document Mismatch
S103219,True,97,Fake Address
S103220,False,59,Fake Address
S103221,False,79,Fake Address
S103222,False,26,Multiple Accounts
S103223,False,5,Multiple Accounts
S103224,False,25,Multiple Accounts
S103225,False,23,Fake Address
S103226,False,41,Multiple Accounts
S103227,False,19,Document Mismatch
S103228,False,71,None
S103229,True,89,Fake Address
S103230,True,89,Fake Address
S103231,False,59,Multiple Accounts
S103232,False,41,Multiple Accounts
S103233,False,26,Fake Address
S103234,False,70,None
S103235,False,8,None
S103236,True,93,Document Mismatch
S103237,False,79,Multiple Accounts
S103238,False,8,None
S103239,False,75,Fake Address
S103240,False,67,Document Mismatch
S103241,False,47,Multiple Accounts
S103242,False,48,Multiple Accounts
S103243,False,77,Multiple Accounts
S103244,False,47,Multiple Accounts
S103245,False,34,Fake Address
S103246,False,80,Multiple Accounts
S103247,False,25,Multiple Accounts
S103248,False,73,None
S103249,False,20,Document Mismatch
S103250,False,27,Fake Address
S103251,False,80,None
S103252,True,89,Fake Address
S103253,False,74,Multiple Accounts
S103254,False,30,Fake Address
S103255,False,64,Document Mismatch
S103256,False,77,Fake Address
S103257,False,75,None
S103258,False,20,None
S103259,False,4,Multiple Accounts
S103260,False,9,Multiple Accounts
S103261,False,43,None
S103262,False,59,Document Mismatch
S103263,True,100,Document Mismatch
S103264,False,57,None
S103265,False,38,Document Mismatch
S103266,False,84,Fake Address
S103267,False,83,None
S103268,False,51,Document Mismatch
S103269,False,38,Document Mismatch
S103270,False,11,None
S103271,False,21,None
S103272,False,24,Multiple Accounts
S103273,False,75,None
S103274,False,72,None
S103275,False,75,None
S103276,False,28,Multiple Accounts
S103277,False,78,Fake Address
S103278,True,92,None
S103279,False,2,None
S103280,False,41,Multiple Accounts
S103281,False,22,Fake Address
S103282,False,33,None
S103283,False,43,Fake Address
S103284,True,86,Fake Address
S103285,False,19,Multiple Accounts
S103286,False,2,Fake Address
S103287,False,74,Multiple Accounts
S103288,False,20,Multiple Accounts
S103289,False,73,Document Mismatch
S103290,False,73,Fake Address
S103291,False,13,Fake Address
S103292,True,86,Document Mismatch
S103293,True,91,None
S103294,False,82,Fake Address
S103295,False,48,Multiple Accounts
S103296,True,92,Fake Address
S103297,False,9,None
S103298,False,61,Document Mismatch
S103299,False,84,Multiple Accounts
S103300,False,26,Document Mismatch
S103301,False,79,Multiple Accounts
S103302,False,9,Document Mismatch
S103303,True,93,Fake Address
S103304,False,75,Multiple Accounts
S103305,True,98,None
S103306,True,87,Multiple Accounts
S103307,False,84,Multiple Accounts
S103308,False,67,None
S103309,True,94,Multiple Accounts
S103310,False,67,Document Mismatch
S103311,False,16,Document Mismatch
S103312,False,70,None
S103313,False,68,Multiple Accounts
S103314,False,24,Fake Address
S103315,False,77,Document Mismatch
S103316,True,91,Document Mismatch
S103317,False,55,Document Mismatch
S103318,True,96,Document Mismatch
S103319,False,60,Document Mismatch
S103320,False,55,Multiple Accounts
S103321,False,48,Fake Address
S103322,False,55,None
S103323,False,5,Document Mismatch
S103324,True,86,Fake Address
S103325,False,69,Document Mismatch
S103326,False,85,Document Mismatch
S103327,False,36,None
S103328,False,11,Fake Address
S103329,False,2,Multiple Accounts
S103330,False,74,None
S103331,False,32,Multiple Accounts
S103332,False,17,Multiple Accounts
S103333,True,97,Fake Address
S103334,False,72,Document Mismatch
S103335,True,97,Fake Address
S103336,False,56,Fake Address
S103337,False,61,None
S103338,False,67,Document Mismatch
S103339,True,99,Multiple Accounts
S103340,False,79,Fake Address
S103341,False,81,None
S103342,False,84,None
S103343,False,63,Fake Address
S103344,False,16,Fake Address
S103345,False,1,Fake Address
S103346,True,94,Fake Address
S103347,False,46,Document Mismatch
S103348,False,23,Document Mismatch
S103349,False,56,Multiple Accounts
S103350,False,48,Multiple Accounts
S103351,True,99,Fake Address
S103352,False,7,None
S103353,False,76,Document Mismatch
S103354,False,69,Document Mismatch
S103355,False,80,Document Mismatch
S103356,True,88,None
S103357,False,83,Document Mismatch
S103358,False,29,Fake Address
S103359,False,42,Fake Address
S103360,False,53,None
S103361,False,65,Document Mismatch
S103362,False,75,Fake Address
S103363,False,24,Document Mismatch
S103364,False,27,Document Mismatch
S103365,False,58,None
S103366,False,11,Multiple Accounts
S103367,False,56,Document Mismatch
S103368,False,85,None
S103369,False,77,Fake Address
S103370,False,44,Multiple Accounts
S103371,False,49,None
S103372,False,25,Document Mismatch
S103373,False,3,None
S103374,False,61,Document Mismatch
S103375,True,97,None
S103376,True,97,None
S103377,False,57,Fake Address
S103378,False,80,None
S103379,True,100,Fake Address
S103380,False,23,Fake Address
S103381,False,8,Multiple Accounts
S103382,False,73,Fake Address
S103383,False,37,Multiple Accounts
S103384,True,87,Fake Address
S103385,False,73,Multiple Accounts
S103386,False,83,Multiple Accounts
S103387,False,34,Multiple Accounts
S103388,False,53,None
S103389,False,66,Multiple Accounts
S103390,False,45,Document Mismatch
S103391,False,33,None
S103392,False,76,Document Mismatch
S103393,False,76,Multiple Accounts
S103394,False,40,Document Mismatch
S103395,False,53,Multiple Accounts
S103396,False,35,Fake Address
S103397,False,43,Multiple Accounts
S103398,True,97,Multiple Accounts
S103399,True,99,Fake Address
S103400,False,48,None
S103401,False,19,Multiple Accounts
S103402,False,17,Fake Address
S103403,False,14,Document Mismatch
S103404,False,79,None
S103405,False,7,Multiple Accounts
S103406,False,31,Document Mismatch
S103407,False,39,None
S103408,False,61,None
S103409,False,71,Multiple Accounts
S103410,False,52,Document Mismatch
S103411,False,40,None
S103412,False,74,Fake Address
S103413,False,67,Fake Address
S103414,False,1,None
S103415,False,33,Multiple Accounts
S103416,False,21,Multiple Accounts
S103417,False,26,None
S103418,False,37,Document Mismatch
S103419,False,80,Fake Address
S103420,False,43,Multiple Accounts
S103421,False,4,None
S103422,False,14,Fake Address
S103423,False,62,None
S103424,False,60,Multiple Accounts
S103425,False,19,Multiple Accounts
S103426,False,52,Multiple Accounts
S103427,False,8,Fake Address
S103428,False,54,Multiple Accounts
S103429,True,87,Multiple Accounts
S103430,True,91,None
S103431,False,68,Multiple Accounts
S103432,True,87,Document Mismatch
S103433,False,38,Multiple Accounts
S103434,True,98,Fake Address
S103435,False,11,None
S103436,False,49,Fake Address
S103437,False,40,None
S103438,False,22,Document Mismatch
S103439,False,59,Multiple Accounts
S103440,True,94,None
S103441,False,71,Document Mismatch
S103442,False,24,Document Mismatch
S103443,False,1,None
S103444,False,68,Document Mismatch
S103445,False,17,Multiple Accounts
S103446,False,16,Fake Address
S103447,False,71,Fake Address
S103448,False,85,Document Mismatch
S103449,False,40,Multiple Accounts
S103450,False,28,Fake Address
S103451,False,13,None
S103452,True,86,Fake Address
S103453,False,14,Fake Address
S103454,False,61,None
S103455,False,7,None
S103456,False,61,Multiple Accounts
S103457,False,71,Multiple Accounts
S103458,False,32,Multiple Accounts
S103459,False,51,None
S103460,False,22,Document Mismatch
S103461,False,49,None
S103462,False,3,Fake Address
S103463,False,6,None
S103464,True,100,None
S103465,True,90,None
S103466,False,49,None
S103467,False,22,Document Mismatch
S103468,False,72,Document Mismatch
S103469,False,44,Document Mismatch
S103470,True,99,Document Mismatch
S103471,False,41,Multiple Accounts
S103472,False,1,Multiple Accounts
S103473,False,52,None
S103474,False,73,Fake Address
S103475,False,66,Document Mismatch
S103476,False,40,Multiple Accounts
S103477,True,88,Document Mismatch
S103478,False,24,None
S103479,False,56,Document Mismatch
S103480,False,3,Fake Address
S103481,True,94,Multiple Accounts
S103482,True,99,Fake Address
S103483,False,24,Document Mismatch
S103484,False,56,Multiple Accounts
S103485,False,55,None
S103486,False,47,Multiple Accounts
S103487,False,32,Document Mismatch
S103488,True,89,None
S103489,False,65,Document Mismatch
S103490,False,32,Document Mismatch
S103491,False,83,Fake Address
S103492,False,62,None
S103493,False,7,None
S103494,False,41,None
S103495,False,28,Document Mismatch
S103496,False,27,None
S103497,False,57,None
S103498,False,73,Multiple Accounts
S103499,False,57,Multiple Accounts
S103500,False,13,Multiple Accounts
S103501,True,87,None
S103502,False,33,Fake Address
S103503,False,7,Document Mismatch
S103504,False,66,Document Mismatch
S103505,False,6,None
S103506,False,49,Fake Address
S103507,False,2,Fake Address
S103508,False,25,None
S103509,False,80,None
S103510,False,73,Fake Address
S103511,False,24,Multiple Accounts
S103512,True,91,Document Mismatch
S103513,True,98,Fake Address
S103514,False,62,None
S103515,True,92,None
S103516,False,44,None
S103517,False,65,Multiple Accounts
S103518,False,38,Document Mismatch
S103519,False,70,Multiple Accounts
S103520,True,97,Fake Address
S103521,False,14,Multiple Accounts
S103522,True,98,Fake Address
S103523,False,58,Fake Address
S103524,False,42,Fake Address
S103525,False,47,Multiple Accounts
S103526,False,57,None
S103527,False,61,Fake Address
S103528,False,40,Fake Address
S103529,False,16,Fake Address
S103530,False,3,Fake Address
S103531,False,41,Multiple Accounts
S103532,False,13,Document Mismatch
S103533,True,100,Document Mismatch
S103534,False,69,None
S103535,False,80,Multiple Accounts
S103536,False,37,Fake Address
S103537,False,42,None
S103538,False,73,Multiple Accounts
S103539,False,50,None
S103540,False,61,Multiple Accounts
S103541,True,100,Fake Address
S103542,False,2,Document Mismatch
S103543,False,42,Document Mismatch
S103544,False,28,Fake Address
S103545,True,90,Fake Address
S103546,False,29,Multiple Accounts
S103547,False,65,Document Mismatch
S103548,False,54,Fake Address
S103549,False,15,Fake Address
S103550,False,79,Document Mismatch
S103551,False,71,Document Mismatch
S103552,False,43,Fake Address
S103553,False,70,Document Mismatch
S103554,False,56,Document Mismatch
S103555,False,52,Multiple Accounts
S103556,False,63,Multiple Accounts
S103557,False,32,None
S103558,False,27,Document Mismatch
S103559,False,55,Multiple Accounts
S103560,False,83,Document Mismatch
S103561,True,86,Multiple Accounts
S103562,False,79,None
S103563,False,9,None
S103564,True,90,Document Mismatch
S103565,False,10,Document Mismatch
S103566,False,66,Document Mismatch
S103567,False,16,Multiple Accounts
S103568,False,55,Document Mismatch
S103569,False,61,None
S103570,True,92,None
S103571,False,10,None
S103572,False,23,Multiple Accounts
S103573,False,41,Multiple Accounts
S103574,False,4,Multiple Accounts
S103575,False,70,Fake Address
S103576,False,20,Multiple Accounts
S103577,False,15,None
S103578,False,58,Fake Address
S103579,False,75,Document Mismatch
S103580,False,60,Document Mismatch
S103581,False,47,Document Mismatch
S103582,False,40,Document Mismatch
S103583,True,91,Fake Address
S103584,False,58,Document Mismatch
S103585,False,80,Multiple Accounts
S103586,False,27,Multiple Accounts
S103587,False,67,Document Mismatch
S103588,False,42,Document Mismatch
S103589,False,65,Document Mismatch
S103590,False,7,Document Mismatch
S103591,False,28,Fake Address
S103592,False,68,Multiple Accounts
S103593,True,97,None
S103594,False,1,Document Mismatch
S103595,False,26,Multiple Accounts
S103596,True,98,Fake Address
S103597,False,73,Fake Address
S103598,False,30,Multiple Accounts
S103599,False,76,Multiple Accounts
S103600,False,80,Fake Address
S103601,False,73,None
S103602,False,69,Document Mismatch
S103603,False,45,None
S103604,False,77,Multiple Accounts
S103605,False,23,Document Mismatch
S103606,False,32,Fake Address
S103607,False,70,Fake Address
S103608,False,21,Document Mismatch
S103609,False,10,Document Mismatch
S103610,False,47,None
S103611,False,58,Multiple Accounts
S103612,False,60,Document Mismatch
S103613,False,9,None
S103614,False,2,Fake Address
S103615,False,77,Fake Address
S103616,False,33,Multiple Accounts
S103617,False,34,Multiple Accounts
S103618,False,3,Fake Address
S103619,False,35,Document Mismatch
S103620,False,34,None
S103621,True,86,Document Mismatch
S103622,False,18,Document Mismatch
S103623,False,52,Fake Address
S103624,False,78,Fake Address
S103625,False,66,Multiple Accounts
S103626,True,96,None
S103627,False,14,Document Mismatch
S103628,False,27,Multiple Accounts
S103629,False,50,Multiple Accounts
S103630,False,36,Multiple Accounts
S103631,True,89,None
S103632,True,97,None
S103633,False,71,Fake Address
S103634,False,84,Multiple Accounts
S103635,False,6,Document Mismatch
S103636,True,94,None
S103637,False,6,None
S103638,False,54,Document Mismatch
S103639,True,98,None
S103640,False,83,Document Mismatch
S103641,False,51,Multiple Accounts
S103642,False,49,None
S103643,False,59,Fake Address
S103644,False,65,Fake Address
S103645,False,78,Document Mismatch
S103646,False,19,None
S103647,False,37,None
S103648,False,73,Multiple Accounts
S103649,False,83,Fake Address
S103650,False,55,Document Mismatch
S103651,False,77,Multiple Accounts
S103652,True,89,Document Mismatch
S103653,False,53,None
S103654,False,75,None
S103655,False,39,Document Mismatch
S103656,False,54,None
S103657,False,24,Fake Address
S103658,False,53,Document Mismatch
S103659,False,39,Multiple Accounts
S103660,False,37,None
S103661,False,31,Fake Address
S103662,False,82,None
S103663,False,33,None
S103664,False,31,Fake Address
S103665,False,61,Fake Address
S103666,False,3,Multiple Accounts
S103667,True,94,None
S103668,False,24,Document Mismatch
S103669,False,75,None
S103670,False,34,Fake Address
S103671,False,18,Fake Address
S103672,False,5,None
S103673,False,7,Fake Address
S103674,False,70,Multiple Accounts
S103675,False,21,Document Mismatch
S103676,False,20,Multiple Accounts
S103677,True,100,Multiple Accounts
S103678,False,25,Document Mismatch
S103679,True,98,Document Mismatch
S103680,False,71,Fake Address
S103681,False,85,Multiple Accounts
S103682,False,37,None
S103683,False,40,Document Mismatch
S103684,False,17,Multiple Accounts
S103685,True,87,Document Mismatch
S103686,False,27,Multiple Accounts
S103687,False,68,None
S103688,False,54,None
S103689,False,62,Document Mismatch
S103690,True,89,Document Mismatch
S103691,False,75,Document Mismatch
S103692,False,38,None
S103693,False,76,Document Mismatch
S103694,False,76,Document Mismatch
S103695,True,86,Fake Address
S103696,True,97,Multiple Accounts
S103697,False,7,None
S103698,False,19,Multiple Accounts
S103699,False,15,Document Mismatch
S103700,False,76,Fake Address
S103701,False,14,Fake Address
S103702,False,35,None
S103703,False,7,Fake Address
S103704,False,3,Multiple Accounts
S103705,False,15,Multiple Accounts
S103706,True,88,Document Mismatch
S103707,False,21,None
S103708,False,53,None
S103709,False,56,Multiple Accounts
S103710,True,99,None
S103711,False,14,Multiple Accounts
S103712,False,74,Document Mismatch
S103713,False,40,Document Mismatch
S103714,False,57,Fake Address
S103715,False,52,Multiple Accounts
S103716,False,67,Multiple Accounts
S103717,False,28,Document Mismatch
S103718,False,37,Multiple Accounts
S103719,False,82,Fake Address
S103720,False,59,None
S103721,False,20,Multiple Accounts
S103722,False,44,None
S103723,False,83,None
S103724,False,81,Multiple Accounts
S103725,False,32,Multiple Accounts
S103726,False,43,Multiple Accounts
S103727,True,95,Document Mismatch
S103728,False,22,Fake Address
S103729,False,79,Document Mismatch
S103730,False,40,Fake Address
S103731,True,86,None
S103732,False,22,Fake Address
S103733,False,6,Document Mismatch
S103734,False,70,Multiple Accounts
S103735,False,84,Fake Address
S103736,False,13,Multiple Accounts
S103737,False,82,None
S103738,False,60,Document Mismatch
S103739,False,25,Document Mismatch
S103740,True,91,Multiple Accounts
S103741,True,100,Document Mismatch
S103742,False,17,Fake Address
S103743,False,75,Fake Address
S103744,False,25,None
S103745,True,89,Document Mismatch
S103746,False,69,Fake Address
S103747,False,75,Fake Address
S103748,False,17,Fake Address
S103749,False,15,Document Mismatch
S103750,False,71,Multiple Accounts
S103751,False,35,Document Mismatch
S103752,False,67,Fake Address
S103753,False,63,Fake Address
S103754,False,1,None
S103755,False,6,Multiple Accounts
S103756,False,74,None
S103757,False,53,Document Mismatch
S103758,False,16,Document Mismatch
S103759,False,51,Fake Address
S103760,False,59,Fake Address
S103761,True,95,None
S103762,False,23,Multiple Accounts
S103763,True,96,Document Mismatch
S103764,False,72,None
S103765,False,14,Fake Address
S103766,False,4,Multiple Accounts
S103767,False,8,None
S103768,False,14,Fake Address
S103769,False,54,Multiple Accounts
S103770,False,32,Fake Address
S103771,False,27,Document Mismatch
S103772,False,44,Multiple Accounts
S103773,False,27,Document Mismatch
S103774,False,29,Document Mismatch
S103775,False,48,Multiple Accounts
S103776,False,54,Fake Address
S103777,False,24,Document Mismatch
S103778,False,8,Multiple Accounts
S103779,True,95,Document Mismatch
