seller_id,seller_name,country,business_type,industry,registration_date,annual_revenue
S101419,"Frye, Walter and Li",Singapore,Sole Proprietor,Beauty,2025-11-09,5500844.0
S101420,"Wright, Ramos and Bennett",Singapore,Partnership,Fashion,2024-05-25,6842537.0
S101421,Carrillo-Todd,Singapore,Individual,Sports,2026-02-14,6431619.0
S101422,Maldonado-Mosley,Australia,LLP,Beauty,2025-06-06,9645467.0
S101423,Olson LLC,Canada,Sole Proprietor,Sports,2025-08-06,696123.0
S101424,Reyes and Sons,Canada,Individual,Beauty,2024-07-24,
S101425,"Haynes, Mcbride and Gutierrez",USA,Sole Proprietor,Sports,2024-03-21,708532.0
S101426,Black-Smith,Canada,Partnership,Sports,2026-04-17,877040.0
S101427,Wright-Davis,USA,LLP,Beauty,2024-03-26,5159570.0
S101428,"Goodman, Peterson and Spencer",Singapore,LLP,Beauty,2022-12-07,7137739.0
S101429,Woods LLC,UK,Sole Proprietor,Electronics,2025-11-14,8723311.0
S101430,Shannon LLC,USA,Partnership,Home,2025-08-16,7628236.0
S101431,Valentine Ltd,India,Sole Proprietor,Electronics,2023-01-04,9872182.0
S101432,Porter and Sons,Australia,Sole Proprietor,Fashion,2024-03-16,6988373.0
S101433,Moss LLC,UK,Partnership,Electronics,2023-01-02,7661499.0
S101434,Perez and Sons,Canada,Private Limited,Beauty,2022-07-04,4245684.0
S101435,"Kelly, Maxwell and Wilson",UK,Private Limited,Automotive,2026-02-10,2122728.0
S101436,Lowe Ltd,India,Individual,Automotive,2024-07-09,6139179.0
S101437,Austin-Duran,India,Sole Proprietor,Automotive,2024-02-26,8634338.0
S101438,"Rubio, Charles and Watson",Canada,Private Limited,Beauty,2025-02-01,6435526.0
S101439,Vasquez-Galloway,India,Private Limited,Books,2025-03-04,2568087.0
S101440,"Melton, Henry and Joyce",USA,Private Limited,Fashion,2026-04-25,910847.0
S101441,"Ramirez, Walker and Ray",Germany,LLP,Books,2026-02-04,7536970.0
S101442,Fox Group,UK,Private Limited,Electronics,2022-09-27,3453286.0
S101443,Ayers-Johnson,India,Sole Proprietor,Home,2023-06-03,254812.0
S101444,Long-Parks,Germany,Partnership,Home,2024-10-18,9168436.0
S101445,Bryant Inc,Singapore,Individual,Sports,2024-10-07,4040936.0
S101446,"Holmes, Stewart and Smith",USA,Sole Proprietor,Automotive,2024-09-01,7662468.0
S101447,"Clark, Carpenter and Nguyen",Germany,Partnership,Electronics,2025-05-16,160277.0
S101448,"Hensley, Lopez and Baker",USA,Sole Proprietor,Books,2025-06-23,9404114.0
S101449,Ruiz-Austin,Singapore,Private Limited,Electronics,2023-01-14,2537325.0
S101450,White-Coleman,India,LLP,Electronics,2022-10-25,594120.0
S101451,Haynes-Watson,Australia,Sole Proprietor,Home,2025-05-20,5057018.0
S101452,Ramirez-White,UK,Individual,Electronics,2022-08-12,7045376.0
S101453,Krause Ltd,USA,Private Limited,Automotive,2023-08-06,9651308.0
S101454,Olsen Ltd,Singapore,Sole Proprietor,Fashion,2024-07-21,9763442.0
S101455,Brock-Peters,UK,Individual,Electronics,2026-04-23,5071328.0
S101456,Gonzalez-Marsh,UK,LLP,Beauty,2022-05-19,7219304.0
S101457,"Hernandez, Shaffer and Thompson",Singapore,Sole Proprietor,Electronics,2023-08-23,7948995.0
S101458,Taylor-Barry,USA,Individual,Automotive,2023-07-17,5573202.0
S101459,"Holmes, Le and Floyd",Canada,Partnership,Sports,2023-03-06,3557293.0
S101460,King-Garrison,Canada,Individual,Electronics,2025-03-16,8924251.0
S101461,Ross Ltd,India,Partnership,Automotive,2025-11-11,4868203.0
S101462,Brown LLC,Germany,Sole Proprietor,Home,2023-10-11,4406372.0
S101463,Combs-Davis,Canada,Sole Proprietor,Sports,2023-12-26,2226225.0
S101464,"Cook, Ward and Castro",Canada,Sole Proprietor,Beauty,2024-11-30,8400710.0
S101465,Cooper-Jenkins,Germany,Private Limited,Sports,2023-04-22,4923580.0
S101466,Dillon-Mccarty,USA,Individual,Electronics,2022-02-19,7849486.0
S101467,Ray Ltd,Australia,Individual,Automotive,2023-03-01,7006372.0
S101468,"Ryan, Krause and Mitchell",Germany,Individual,Books,2023-12-18,9452211.0
S101469,Nunez-Freeman,Singapore,Private Limited,Electronics,2025-08-04,3425360.0
S101470,"Griffin, Miller and Austin",Australia,LLP,Books,2026-06-07,1188100.0
S101471,Welch-Thomas,UK,LLP,Sports,2025-01-31,5484540.0
S101472,Davidson LLC,Singapore,Individual,Electronics,2025-11-05,5641559.0
S101473,Welch-Duncan,UK,Partnership,Automotive,2025-03-11,538508.0
S101474,Miller LLC,Singapore,Private Limited,Fashion,2023-11-08,5719639.0
S101475,Edwards Ltd,Australia,Partnership,Beauty,2026-06-21,646568.0
S101476,Page-Jacobs,Australia,Private Limited,Beauty,2022-11-15,7777886.0
S101477,Nelson-Wallace,Singapore,Sole Proprietor,Books,2024-08-05,6994979.0
S101478,Adkins-Meyer,Australia,Individual,Home,2024-12-03,5072154.0
S101479,Gutierrez-White,Canada,LLP,Sports,2025-01-02,364043.0
S101480,Martinez and Sons,USA,Sole Proprietor,Automotive,2023-11-11,5982348.0
S101481,"King, Manning and Brady",India,Private Limited,Books,2022-03-05,5740033.0
S101482,Jackson Inc,Germany,Sole Proprietor,Home,2022-12-06,9629482.0
S101483,Brown Group,Canada,Partnership,Fashion,2025-05-03,2010327.0
S101484,"Brown, Wise and Warren",Singapore,LLP,Automotive,2023-10-07,580633.0
S101485,Garcia PLC,UK,Partnership,Electronics,2024-10-14,4036975.0
S101486,Miller Group,UK,Partnership,Home,2023-09-12,3676225.0
S101487,Perez-Rojas,Canada,LLP,Fashion,2022-08-18,6328297.0
S101488,Sims-Anderson,Singapore,Individual,Home,2023-02-18,1603639.0
S101489,Johnson Ltd,Germany,Sole Proprietor,Electronics,2026-06-25,8147744.0
S101490,Dalton-Nguyen,Canada,Private Limited,Fashion,2023-11-28,8161313.0
S101491,Mcdonald-Pitts,Australia,Sole Proprietor,Books,2026-05-08,5541819.0
S101492,Dunn-Taylor,USA,Individual,Home,2024-11-23,2276624.0
S101493,"Ryan, Garza and Bryant",USA,Individual,Beauty,2024-03-04,8813492.0
S101494,"Fields, Elliott and Mills",India,Individual,Books,2022-04-01,1510891.0
S101495,"Ferguson, Stout and Olson",UK,Partnership,Electronics,2022-07-31,8783844.0
S101496,Ballard Group,Singapore,LLP,Electronics,2025-03-28,5286888.0
S101497,Diaz-Green,Australia,Private Limited,Books,2023-02-15,3280379.0
S101498,Smith-Mills,UK,LLP,Sports,2023-10-16,7450692.0
S101499,Cooper Group,Australia,Individual,Books,2022-11-02,2692344.0
S101500,"Smith, Weeks and Arroyo",UK,Individual,Electronics,2025-06-29,9438962.0
S101501,Evans-Cannon,Canada,Individual,Fashion,2025-01-16,5927363.0
S101502,Harper-Robles,Canada,LLP,Books,2022-10-17,4802443.0
S101503,"Brooks, Jenkins and Castro",Canada,Private Limited,Fashion,2022-05-26,5274048.0
S101504,Wright-Espinoza,Canada,LLP,Sports,2024-06-27,901044.0
S101505,"Price, Gray and Baker",USA,Individual,Beauty,2025-10-15,896511.0
S101506,Garrett-Black,India,Partnership,Electronics,2022-06-26,7204907.0
S101507,"Aguirre, Cohen and Mitchell",Germany,Private Limited,Automotive,2025-05-05,9994799.0
S101508,"Patel, Adams and Lopez",Australia,Partnership,Sports,2023-12-30,5291884.0
S101509,White LLC,UK,Private Limited,Automotive,2026-04-03,9000391.0
S101510,Walsh PLC,India,Partnership,Sports,2022-09-27,1608874.0
S101511,Nelson-Dean,Singapore,Partnership,Electronics,2024-07-22,5257508.0
S101512,Flores and Sons,Australia,Partnership,Beauty,2023-04-20,3804647.0
S101513,Booker Inc,USA,Sole Proprietor,Books,2024-01-15,6627959.0
S101514,Compton LLC,USA,LLP,Home,2023-10-28,7654827.0
S101515,Martinez-Gonzales,Germany,Individual,Electronics,2024-08-31,1943930.0
S101516,Hall and Sons,UK,Partnership,Beauty,2022-12-16,4785492.0
S101517,Snyder LLC,Singapore,LLP,Sports,2025-03-22,2187316.0
S101518,Collins-Lloyd,Canada,Individual,Beauty,2026-01-02,1844848.0
S101519,Ford-Moody,UK,Sole Proprietor,Automotive,2022-05-26,5118701.0
S101520,Miller-Christensen,Canada,Partnership,Beauty,2025-04-24,6986404.0
S101521,Brown Group,USA,Sole Proprietor,Fashion,2025-01-27,2717917.0
S101522,Daniels and Sons,Germany,Partnership,Electronics,2023-11-29,3543656.0
S101523,Huang LLC,Singapore,Sole Proprietor,Beauty,2026-05-26,7354023.0
S101524,Clayton-Martinez,Canada,LLP,Sports,2025-11-22,4012012.0
S101525,"Wright, Wise and Ramos",USA,Individual,Automotive,2025-12-28,9683280.0
S101526,"Vang, Gonzalez and Moss",Singapore,Partnership,Electronics,2025-04-27,7816314.0
S101527,Boyd and Sons,UK,Sole Proprietor,Electronics,2024-06-30,3005709.0
S101528,Price-Ali,UK,Partnership,Electronics,2025-05-10,1874432.0
S101529,Moore-Chandler,Australia,Sole Proprietor,Home,2024-02-16,5542998.0
S101530,"Pineda, Meyer and King",Germany,Individual,Electronics,2023-03-22,2380636.0
S101531,"Evans, Ward and Williams",Canada,Individual,Home,2022-10-28,2553436.0
S101532,"Robinson, Rodriguez and Chen",Germany,Sole Proprietor,Books,2024-03-09,9746080.0
S101533,Smith-Bauer,Germany,Private Limited,Fashion,2025-10-27,5361628.0
S101534,"Wilson, Mccormick and Smith",UK,Sole Proprietor,Home,2025-10-23,5159503.0
S101535,Perkins Ltd,Germany,LLP,Electronics,2025-04-08,186218.0
S101536,Barker-Moore,Canada,Sole Proprietor,Beauty,2022-09-19,4985599.0
S101537,Wright Group,India,LLP,Sports,2022-04-19,64148.0
S101538,Parks LLC,Australia,Sole Proprietor,Home,2024-01-06,1890432.0
S101539,"Brown, Kelly and Moore",Singapore,LLP,Home,2022-03-05,3996691.0
S101540,"Moody, Martinez and Hall",Germany,Sole Proprietor,Beauty,2025-07-04,5387290.0
S101541,"Kramer, Sherman and Trujillo",Australia,Partnership,Beauty,2024-02-21,7351277.0
S101542,Quinn-Smith,Canada,Private Limited,Automotive,2022-12-22,8017020.0
S101543,Howard-Taylor,USA,Private Limited,Sports,2024-02-27,6094627.0
S101544,Washington Group,Singapore,Partnership,Fashion,2023-08-14,2156365.0
S101545,"Phillips, Terry and Lopez",USA,Individual,Electronics,2025-08-20,313533.0
S101546,Stephens LLC,USA,Partnership,Automotive,2024-06-13,2327939.0
S101547,"Mcdonald, Dillon and George",India,Private Limited,Automotive,2026-07-09,7026896.0
S101548,"Martin, Schmidt and Cole",Singapore,Partnership,Home,2025-11-25,7192130.0
S101549,Weaver-Gibson,Canada,Private Limited,Beauty,2024-11-09,7165631.0
S101550,"Hunter, Gross and Andrade",Canada,Partnership,Beauty,2023-12-29,3837304.0
S101551,"Vincent, Parsons and Allen",USA,Partnership,Sports,2022-01-16,9746199.0
S101552,"Brown, Coffey and Fuentes",Germany,Private Limited,Automotive,2024-10-24,4567272.0
S101553,Warren Group,Germany,Sole Proprietor,Sports,2024-01-22,611397.0
S101554,"Moore, Campbell and Ortiz",India,Sole Proprietor,Beauty,2025-12-14,6233722.0
S101555,Rodriguez-Mills,India,Sole Proprietor,Beauty,2025-11-15,1393236.0
S101556,Williams and Sons,USA,Sole Proprietor,Home,2026-03-18,4737895.0
S101557,Russo and Sons,Germany,Sole Proprietor,Electronics,2024-12-07,1533883.0
S101558,Washington Inc,USA,Partnership,Automotive,2026-02-27,1359997.0
S101559,Duncan Group,Australia,Sole Proprietor,Home,2025-04-02,5292875.0
S101560,"Burns, Hanson and Garza",Canada,Individual,Books,2024-12-31,230915.0
S101561,Diaz PLC,Germany,Partnership,Sports,2024-08-18,9679539.0
S101562,"Jones, Conrad and Clark",Australia,LLP,Beauty,2023-12-24,4992868.0
S101563,Hebert-Collier,UK,Private Limited,Electronics,2025-11-24,5151462.0
S101564,Owen-Brown,Australia,Sole Proprietor,Books,2022-05-06,7988316.0
S101565,"Paul, Zamora and Short",Canada,Private Limited,Sports,2022-04-16,4944806.0
S101566,"Brown, Jensen and Rice",Singapore,Sole Proprietor,Electronics,2023-08-11,8182926.0
S101567,"Jones, Torres and Blackburn",India,Private Limited,Sports,2022-06-07,4711529.0
S101568,"Davis, Hardy and Schmidt",UK,Private Limited,Sports,2023-07-30,4667376.0
S101569,Lee Ltd,Singapore,LLP,Electronics,2026-02-27,1921488.0
S101570,Hudson and Sons,Canada,Private Limited,Sports,2026-02-22,2585634.0
S101571,"Curry, Perry and Garcia",Australia,Partnership,Books,2026-07-13,2992713.0
S101572,"Ray, Craig and Park",UK,Private Limited,Beauty,2023-01-06,8898116.0
S101573,Andrade-Jackson,Singapore,Individual,Books,2022-06-22,2483874.0
S101574,Pierce PLC,Canada,Private Limited,Home,2024-10-12,6978115.0
S101575,Sandoval-Ferguson,Singapore,Partnership,Fashion,2025-09-15,7435078.0
S101576,"Ramos, Gomez and Edwards",Australia,Private Limited,Fashion,2025-03-29,5839409.0
S101577,Kirk-Gutierrez,India,LLP,Home,2022-08-26,931193.0
S101578,"Jordan, Swanson and Franklin",USA,Partnership,Beauty,2024-09-02,5106101.0
S101579,"Gardner, Brooks and Pierce",IN,Sole Proprietor,Fashion,2024-02-17,6594296.0
S101580,"King, Nixon and West",Germany,LLP,Fashion,2024-12-22,7343631.0
S101581,Smith-Johnson,India,LLP,Home,2024-07-08,
S101582,Larson-Holmes,Australia,LLP,Sports,2025-10-30,738161.0
S101583,Smith-Joyce,India,Sole Proprietor,Automotive,2023-12-26,7294164.0
S101584,Foley Inc,Canada,LLP,Books,2023-07-08,4530989.0
S101585,"Short, Ellison and Dixon",Singapore,Individual,Books,2025-09-02,9850860.0
S101586,"Howe, Moore and Johnson",Germany,Partnership,Home,2025-10-14,4106679.0
S101587,Moore-Baker,Australia,Sole Proprietor,Home,2023-02-04,8773352.0
S101588,"Wright, Scott and Evans",UK,Private Limited,Books,2025-01-26,227469.0
S101589,"Ross, Hardin and Navarro",Australia,Individual,Home,2022-05-20,250679.0
S101590,"Nguyen, Olson and Freeman",Germany,Individual,Sports,2022-08-01,7531668.0
S101591,"Warner, Weiss and Davis",UK,Private Limited,Automotive,2023-08-04,4276115.0
S101592,"Evans, Cross and Johnston",USA,Individual,Electronics,2025-06-22,1592518.0
S101593,Deleon LLC,India,Sole Proprietor,Automotive,2023-03-21,2093299.0
S101594,Hobbs-Hamilton,Australia,Individual,Electronics,2025-05-23,2229482.0
S101595,Kane and Sons,Germany,Sole Proprietor,Home,2023-01-14,1909671.0
S101596,"Delgado, Guzman and Smith",Australia,Private Limited,Books,2023-08-27,7884214.0
S101597,"Reyes, Torres and Williams",Australia,Individual,Automotive,2024-07-17,4686946.0
S101598,"Cunningham, Murphy and Wolfe",Singapore,Partnership,Automotive,2025-09-29,5475820.0
S101599,Williams Ltd,UK,Private Limited,Home,2022-06-01,4702111.0
S101600,Maddox-Mullins,Singapore,Individual,Beauty,2024-03-06,5631020.0
S101601,"Wagner, Walker and Roberts",India,LLP,Home,2023-06-27,3035161.0
S101602,Hernandez-Rogers,Germany,Individual,Beauty,2023-02-15,6637312.0
S101603,Duncan-Williams,USA,Partnership,Electronics,2022-10-22,9120302.0
S101604,Baker-Ross,Singapore,Partnership,Fashion,2025-06-11,1832574.0
S101605,Ayala-Anderson,Germany,LLP,Electronics,2022-03-13,1273386.0
S101606,Castillo and Sons,India,Sole Proprietor,Automotive,2023-05-29,7530659.0
S101607,Foster-Duncan,India,Partnership,Fashion,2025-08-30,64556.0
S101608,"Gilbert, Fitzgerald and Sanchez",India,Partnership,Books,2022-11-07,5583643.0
S101609,Adams Group,Germany,Sole Proprietor,Electronics,2024-11-21,8282235.0
S101610,Cohen-Johnston,Germany,Partnership,Beauty,2026-01-30,1226077.0
S101611,Powers Group,Canada,Private Limited,Electronics,2024-02-27,8137731.0
S101612,Bailey-Flores,India,Sole Proprietor,Sports,2024-01-06,5644190.0
S101613,"Rios, Carrillo and Jackson",Australia,LLP,Beauty,2022-04-24,1571139.0
S101614,Jensen-Branch,UK,Sole Proprietor,Home,2023-11-28,1399840.0
S101615,Hanson-Alexander,Singapore,Partnership,Home,2026-04-19,4914699.0
S101616,Gonzalez LLC,Australia,Private Limited,Fashion,2025-02-09,709867.0
S101617,Todd Inc,Germany,Private Limited,Books,2025-11-26,6594871.0
S101618,Singh and Sons,India,LLP,Beauty,2022-06-23,7398147.0
S101619,"Mcintosh, Melton and Wilkins",Australia,Private Limited,Fashion,2022-03-15,3289558.0
S101620,Cooper Inc,India,Sole Proprietor,Fashion,2024-09-28,6572436.0
S101621,Cole-Johnson,India,Sole Proprietor,Automotive,2023-09-23,8433308.0
S101622,Singh and Sons,Canada,Partnership,Electronics,2022-03-17,5742259.0
S101623,Payne LLC,India,LLP,Home,2026-01-16,768308.0
S101624,"Webb, Blair and Thomas",Germany,Individual,Fashion,2026-07-11,8826491.0
S101625,"Barnett, Bennett and Escobar",Germany,Sole Proprietor,Fashion,2026-02-26,9769808.0
S101626,"Williams, Jackson and Campbell",USA,Individual,Electronics,2026-02-15,2425493.0
S101627,"Williamson, Brown and Pena",Germany,Individual,Beauty,2025-06-20,818424.0
S101628,Jones Ltd,USA,Private Limited,Electronics,2022-12-19,888156.0
S101629,Alvarado-Durham,UK,Individual,Beauty,2025-06-05,2913692.0
S101630,Lin-Smith,Singapore,Sole Proprietor,Electronics,2022-08-06,1965617.0
S101631,"Hughes, Whitney and Romero",Germany,Sole Proprietor,Home,2025-06-14,3750592.0
S101632,"Garcia, Stewart and Delacruz",India,Private Limited,Beauty,2023-11-22,6794585.0
S101633,"Miller, Gonzalez and Rasmussen",UK,Individual,Automotive,2025-03-25,9208427.0
S101634,"House, Smith and Wright",USA,LLP,Home,2026-06-13,3627436.0
S101635,"Torres, Burns and Garner",Singapore,Individual,Sports,2022-12-22,5678818.0
S101636,Reed LLC,INDIA,Individual,Books,2022-10-17,7015133.0
S101637,Garrett-Young,USA,LLP,Sports,2022-12-04,7409513.0
S101638,"Hill, Brown and Scott",USA,Sole Proprietor,Electronics,2022-10-01,1727182.0
S101639,Zamora-Briggs,Singapore,Sole Proprietor,Beauty,2026-05-12,2696667.0
S101640,Raymond LLC,India,Partnership,Electronics,2022-01-14,171198.0
S101641,Hernandez Group,USA,Individual,Automotive,2025-08-27,4810225.0
S101642,"Taylor, Blair and Meyer",Germany,Partnership,Automotive,2022-09-17,3508794.0
S101643,"Salazar, Garrett and Perez",USA,LLP,Sports,2024-07-11,6962738.0
S101644,Berry Group,USA,Private Limited,Sports,2025-11-17,681179.0
S101645,Browning-Murphy,Canada,Private Limited,Automotive,2024-10-20,1526750.0
S101646,"Anderson, Delgado and Carpenter",Australia,LLP,Books,2024-05-07,126672.0
S101647,"Mcbride, Huffman and Parker",Canada,Private Limited,Fashion,2022-08-29,8945263.0
S101648,"Roach, Browning and Jordan",India,Sole Proprietor,Books,2026-04-08,9105046.0
S101649,Douglas PLC,Canada,Private Limited,Beauty,2026-04-27,3541484.0
S101650,Stewart PLC,UK,Individual,Fashion,2022-08-19,2553452.0
S101651,"Fry, Wilson and Stewart",Australia,Partnership,Beauty,2022-12-28,2730321.0
S101652,Acosta LLC,Australia,Individual,Electronics,2025-08-13,6160145.0
S101653,Ali-Turner,UK,Private Limited,Beauty,2023-05-30,5658533.0
S101654,"Peck, Shannon and Mahoney",Canada,Partnership,Electronics,2022-08-02,930075.0
S101655,Hernandez-Lopez,Canada,Private Limited,Fashion,2026-05-28,537633.0
S101656,Lopez PLC,Germany,Sole Proprietor,Electronics,2022-05-26,3997676.0
S101657,"Adams, Bradley and Hall",Australia,Partnership,Sports,2025-04-02,5518907.0
S101658,Hall Inc,Germany,Private Limited,Automotive,2025-10-18,5514086.0
S101659,Miller-Chan,USA,Individual,Books,2023-04-12,1695243.0
S101660,Shaw PLC,USA,Partnership,Home,2023-02-14,6350387.0
S101661,Joseph-Brooks,USA,Individual,Beauty,2025-04-13,8177012.0
S101662,Henry-Taylor,India,Partnership,Fashion,2023-03-19,7683480.0
S101663,Perez Group,USA,Partnership,Books,2022-10-07,7729606.0
S101664,Schaefer Group,Australia,Private Limited,Automotive,2024-01-05,4574723.0
S101665,Newton and Sons,USA,LLP,Fashion,2022-03-07,9590629.0
S101666,Jones Group,India,LLP,Fashion,2022-08-16,7860369.0
S101667,"Burns, Nguyen and Ellis",Germany,Partnership,Fashion,2026-04-07,5814248.0
S101668,Patterson Inc,USA,LLP,Sports,2022-11-18,2901044.0
S101669,"Moss, James and Edwards",Canada,Sole Proprietor,Home,2023-04-16,1500798.0
S101670,"Crosby, Armstrong and Herrera",Germany,Sole Proprietor,Beauty,2023-03-20,9975080.0
S101671,"Liu, Buchanan and Meyer",Germany,Partnership,Books,2022-01-30,7232500.0
S101672,Bryant-Rich,Australia,Private Limited,Fashion,2023-11-02,7335484.0
S101673,Stone Group,Canada,Private Limited,Sports,2022-11-02,9675101.0
S101674,"Williams, Hughes and Hubbard",India,Partnership,Electronics,2022-03-24,7946240.0
S101675,Lee Group,Australia,Sole Proprietor,Electronics,2024-05-21,8960743.0
S101676,Wilkerson-Ayala,Germany,Partnership,Home,2026-06-23,1694153.0
S101677,Murray-Henderson,Germany,Partnership,Fashion,2022-06-20,9419856.0
S101678,"Ellison, Vaughn and Mckee",Singapore,Individual,Automotive,2026-02-07,6871919.0
S101679,Gallegos-Hayes,USA,Private Limited,Books,2023-08-29,4060801.0
S101680,"Mason, White and Richards",Australia,Individual,Electronics,2024-09-09,5164309.0
S101681,"Payne, Long and Morris",USA,Partnership,Home,2025-03-14,9842191.0
S101682,White PLC,India,Partnership,Beauty,2026-04-30,2375723.0
S101683,"Huang, Khan and Davis",Singapore,Partnership,Fashion,2026-06-06,6264624.0
S101684,Holt-Meadows,Australia,Partnership,Automotive,2025-07-21,72878.0
S101685,Higgins Inc,Singapore,Individual,Beauty,2025-11-15,5635238.0
S101686,Wilson Group,Canada,Individual,Books,2024-05-22,4576314.0
S101687,"Cox, Mills and Cruz",Australia,Sole Proprietor,Sports,2025-03-24,3525340.0
S101688,"Salazar, Moore and Pierce",Singapore,Individual,Sports,2023-11-19,969587.0
S101689,Tate LLC,Canada,LLP,Electronics,2022-08-16,6474918.0
S101690,"Savage, Huffman and Martin",UK,Partnership,Sports,2022-03-25,6183266.0
S101691,White Ltd,UK,Private Limited,Automotive,2025-02-18,1174172.0
S101692,Barnes LLC,india,Private Limited,Fashion,2023-11-17,4053592.0
S101693,"Mack, Griffin and Sims",Canada,Individual,Automotive,2024-09-06,9782788.0
S101694,Roach and Sons,Singapore,Private Limited,Home,2026-03-06,3832209.0
S101695,Dean LLC,UK,LLP,Books,2024-10-28,7145573.0
S101696,Ellis Group,UK,Individual,Electronics,2024-02-03,5841940.0
S101697,"Aguirre, Franklin and Snyder",Germany,Partnership,Sports,2024-12-14,2108722.0
S101698,Chapman Group,Germany,Sole Proprietor,Automotive,2024-12-27,4953382.0
S101699,Ortiz-Miller,Germany,Sole Proprietor,Books,2026-06-27,1151048.0
S101700,"Smith, Khan and Ramirez",USA,Partnership,Electronics,2022-06-14,6604564.0
S101701,"Grant, Bryan and Williams",USA,LLP,Electronics,2022-08-12,2814318.0
S101702,Brown LLC,UK,Individual,Automotive,2022-10-31,8377014.0
S101703,Thomas Inc,USA,Private Limited,Sports,2025-07-08,430679.0
S101704,"Lane, Morrison and Rivera",UK,Partnership,Automotive,2025-01-13,2265051.0
S101705,Williams Group,Germany,LLP,Beauty,2024-06-28,410413.0
S101706,Martin LLC,UK,Private Limited,Electronics,2022-02-15,3947818.0
S101707,"Guerrero, Graves and Armstrong",Singapore,Sole Proprietor,Automotive,2023-11-19,6957041.0
S101708,"Thompson, Gibson and Riley",Canada,LLP,Automotive,2025-08-16,5524513.0
S101709,Davis LLC,Germany,Sole Proprietor,Automotive,2025-11-28,8944713.0
S101710,Richardson-Gray,Singapore,Sole Proprietor,Beauty,2024-07-26,5151655.0
S101711,Chang PLC,Canada,Private Limited,Home,2023-09-20,
S101712,Carter and Sons,Singapore,LLP,Fashion,2024-09-18,6289485.0
S101713,Neal LLC,UK,Individual,Fashion,2023-12-25,4821138.0
S101714,Rose-Warren,Germany,Private Limited,Sports,2022-11-26,9031123.0
S101715,"Clark, Brown and Duncan",UK,Private Limited,Fashion,2025-12-21,2625047.0
S101716,"Rice, Miller and Ramsey",USA,Private Limited,Electronics,2022-03-26,5362100.0
S101717,"Peck, Andersen and Mitchell",Canada,Private Limited,Beauty,2023-06-18,6252069.0
S101718,"Abbott, Green and Andrews",USA,Private Limited,Sports,2025-12-19,631986.0
S101719,"Gomez, Anderson and Hart",Australia,LLP,Books,2022-10-30,6306474.0
S101720,"Daniel, Jimenez and Morton",Germany,Sole Proprietor,Fashion,2024-12-28,5109333.0
S101721,"Hall, Roberts and Lee",India,Individual,Beauty,2024-10-19,2489136.0
S101722,Johnson Ltd,Germany,LLP,Fashion,2022-01-09,9212802.0
S101723,Mclaughlin and Sons,Canada,LLP,Automotive,2025-12-15,5008621.0
S101724,"Duarte, Gutierrez and Cook",Germany,LLP,Home,2025-03-20,2517651.0
S101725,"Shaffer, Lewis and Davidson",Singapore,Sole Proprietor,Automotive,2024-06-24,5732181.0
S101726,"Campbell, Tyler and Parker",Australia,Individual,Automotive,2024-09-07,722446.0
S101727,"Pierce, Wang and Wilson",USA,Sole Proprietor,Electronics,2023-09-23,466001.0
S101728,Peterson-Ramsey,Germany,Sole Proprietor,Home,2023-03-28,
S101729,"Choi, Collier and Lee",UK,Individual,Books,2022-04-23,3324069.0
S101730,Nielsen-Mendoza,Canada,Sole Proprietor,Fashion,2026-05-20,4712844.0
S101731,Robles-Brewer,USA,Individual,Electronics,2025-01-07,7523546.0
S101732,Moore-Murray,Australia,Individual,Sports,2024-03-18,3312330.0
S101733,"Huang, Ford and Olsen",Germany,LLP,Sports,2025-05-24,8632482.0
S101734,"Brown, Meyer and Cunningham",India,LLP,Beauty,2022-10-30,7224616.0
S101735,"Stewart, Herrera and Clark",UK,Partnership,Books,2022-01-25,4825640.0
S101736,"Rivera, Hendricks and Flynn",UK,LLP,Books,2024-07-01,9462572.0
S101737,Montes LLC,India,Private Limited,Automotive,2024-06-28,7022774.0
S101738,Morgan Group,Singapore,Partnership,Books,2022-12-02,7160724.0
S101739,"Ferguson, Martin and Obrien",Australia,Partnership,Fashion,2025-04-17,1494148.0
S101740,Larson LLC,USA,Private Limited,Books,2024-08-30,8863089.0
S101741,"Hodge, Mckinney and Nelson",UK,Individual,Sports,2026-03-29,6354414.0
S101742,Crawford and Sons,India,Individual,Beauty,2025-08-01,4635697.0
S101743,Hayes-Sampson,Germany,Private Limited,Sports,2024-08-04,9578054.0
S101744,Warren and Sons,Singapore,Private Limited,Fashion,2023-01-16,6455029.0
S101745,Brooks Inc,UK,Sole Proprietor,Beauty,2022-03-28,5116600.0
S101746,Gentry Group,Singapore,Sole Proprietor,Books,2024-10-08,9433179.0
S101747,"Johnson, Webb and Porter",Australia,Partnership,Fashion,2022-02-24,91048.0
S101748,Peterson Group,USA,LLP,Books,2025-08-04,7977925.0
S101749,"Russo, Collins and Murphy",India,LLP,Beauty,2023-01-03,8302486.0
S101750,Short PLC,Australia,Private Limited,Electronics,2022-09-02,4700930.0
S101751,"Haney, Harris and Johnson",Germany,Individual,Sports,2026-03-07,6119317.0
S101752,Reeves-Boyd,Canada,Partnership,Sports,2024-06-12,4377037.0
S101753,Collins Inc,Australia,Partnership,Automotive,2022-09-02,6311294.0
S101754,"Charles, Wiggins and Cook",Canada,Sole Proprietor,Electronics,2023-06-16,2782123.0
S101755,Garcia Ltd,Canada,Individual,Fashion,2023-10-17,7785034.0
