seller_id,orders,sales,returns,refunds
S102741,357,885717,24,32976
S102742,288,345600,36,24408
S102743,353,580332,20,33040
S102744,335,226795,11,6347
S102745,335,391280,53,33072
S102746,298,383526,34,67286
S102747,456,466032,64,88704
S102748,232,517360,31,43586
S102749,373,907136,25,13825
S102750,497,657531,40,13080
S102751,118,215232,15,12420
S102752,126,176274,18,31176
S102753,175,89075,12,18000
S102754,225,560475,25,19075
S102755,1,1472,0,0
S102756,148,122544,19,25289
S102757,256,631808,33,36663
S102758,207,285039,6,10668
S102759,270,333720,25,31825
S102760,149,309920,21,14952
S102761,124,75888,7,6293
S102762,447,674523,49,61103
S102763,394,224186,16,31056
S102764,441,1058400,48,69024
S102765,4,8404,1,370
S102766,134,79998,6,8370
S102767,106,168964,6,11256
S102768,382,173810,55,86185
S102769,457,239468,31,29388
S102770,378,700434,48,40608
S102771,368,263120,49,59829
S102772,464,537312,6,9438
S102773,4,8704,0,0
S102774,86,70606,17,26452
S102775,268,128104,13,21502
S102776,73,159651,3,1290
S102777,7,5215,0,0
S102778,260,156260,35,59395
S102779,209,221122,38,61294
S102780,382,742608,52,33852
S102781,310,312790,12,6480
S102782,292,241776,40,25440
S102783,91,186004,13,15665
S102784,180,347580,22,16588
S102785,477,571923,60,98400
S102786,106,181896,15,22830
S102787,388,961852,63,105588
S102788,447,612390,38,74214
S102789,203,279734,39,19500
S102790,282,507318,49,28518
S102791,58,83810,7,10213
S102792,402,677772,77,114191
S102793,101,214120,18,13212
S102794,283,351769,53,89252
S102795,18,25236,2,3626
S102796,418,614042,58,103704
S102797,79,152707,8,15224
S102798,70,61740,1,1952
S102799,138,249366,24,32448
S102800,177,344442,7,10178
S102801,248,617768,1,1977
S102802,150,120600,25,33225
S102803,301,133042,9,13572
S102804,20,15920,4,7360
S102805,448,326592,68,32096
S102806,437,629717,4,4956
S102807,331,317098,34,48688
S102808,472,584808,8,10984
S102809,33,13761,0,0
S102810,343,172529,46,78292
S102811,449,1079396,31,40734
S102812,245,348145,12,17664
S102813,387,950859,57,28671
S102814,143,80652,18,29142
S102815,202,140188,37,50949
S102816,147,205800,24,43440
S102817,399,453264,22,7876
S102818,101,106757,11,9988
S102819,144,80064,17,33575
S102820,61,86803,7,13713
S102821,84,200508,15,17925
S102822,378,532602,12,5952
S102823,349,592253,8,14968
S102824,449,636682,52,101400
S102825,201,380493,6,11412
S102826,353,482904,2,2372
S102827,242,176902,13,9945
S102828,285,413820,14,24500
S102829,145,292755,7,11585
S102830,36,56520,7,7672
S102831,56,60312,4,1468
S102832,199,199199,38,63612
S102833,104,231712,16,24016
S102834,168,269808,3,2559
S102835,248,598176,30,45030
S102836,126,138222,24,9936
S102837,258,242520,34,58310
S102838,155,128185,17,19482
S102839,296,510896,35,58205
S102840,137,331540,3,2160
S102841,470,964910,83,112797
S102842,215,312610,40,27600
S102843,211,182726,9,12204
S102844,34,24922,3,2232
S102845,343,243873,0,0
S102846,83,60341,10,11460
S102847,93,226920,17,30838
S102848,106,73034,4,3056
S102849,415,634535,18,28026
S102850,349,375175,49,40229
S102851,445,1050645,49,79772
S102852,310,650070,20,39540
S102853,26,36504,0,0
S102854,407,724867,2,2444
S102855,326,778814,24,8688
S102856,317,611176,43,71681
S102857,312,754104,28,44380
S102858,58,86014,3,4761
S102859,476,1034348,72,130968
S102860,49,108829,1,957
S102861,311,233250,51,28866
S102862,29,45095,3,2781
S102863,150,240750,12,6756
S102864,240,354720,4,2936
S102865,476,1137164,38,43928
S102866,485,1000070,78,114036
S102867,402,540288,38,66956
S102868,221,360230,38,15960
S102869,407,755799,59,55637
S102870,83,34030,14,9128
S102871,388,647572,71,115730
S102872,498,1046298,25,12950
S102873,339,229842,30,25770
S102874,103,134621,20,28960
S102875,47,55084,2,644
S102876,332,277552,55,19030
S102877,243,477738,9,9792
S102878,173,90306,27,25353
S102879,438,225570,27,30591
S102880,276,446844,0,0
S102881,207,464301,10,6220
S102882,182,417508,11,8822
S102883,328,222056,16,8336
S102884,18,40410,1,1844
S102885,193,319029,9,11727
S102886,95,163590,2,2234
S102887,19,40318,2,2488
S102888,250,186000,25,24250
S102889,107,195703,8,6320
S102890,409,584461,55,83545
S102891,491,813096,91,124670
S102892,7,12145,1,428
S102893,452,341260,71,93791
S102894,267,195711,53,68370
S102895,234,127062,38,48982
S102896,201,238788,11,17083
S102897,482,486338,26,31486
S102898,98,92610,6,6090
S102899,59,93102,2,3622
S102900,117,200538,9,8127
S102901,354,495600,23,20424
S102902,5,10155,0,0
S102903,264,322080,6,7134
S102904,280,290360,43,46569
S102905,280,313320,30,56400
S102906,1,2074,1,385
S102907,373,397618,8,14392
S102908,369,478962,54,21546
S102909,256,145408,24,9408
S102910,287,376544,52,83200
S102911,40,93880,4,6412
S102912,346,332160,62,51460
S102913,145,128615,12,21864
S102914,361,492765,39,51675
S102915,437,698763,21,24213
S102916,93,179025,0,0
S102917,39,35490,5,9765
S102918,417,785628,51,51612
S102919,244,525088,6,2082
S102920,283,301395,33,65109
S102921,264,360096,16,18832
S102922,291,176055,38,11438
S102923,192,348096,20,16280
S102924,182,359450,12,23688
S102925,99,169290,4,3868
S102926,467,535182,53,24062
S102927,162,188406,24,32448
S102928,472,373824,88,35816
S102929,478,812122,82,96104
S102930,68,122060,0,0
S102931,192,109056,12,19104
S102932,197,120367,10,11380
S102933,162,147258,24,18432
S102934,162,201852,30,20790
S102935,339,318999,26,50830
S102936,149,170456,26,40144
S102937,28,13244,0,0
S102938,130,314470,13,23894
S102939,204,294576,20,30660
S102940,406,422646,55,73205
S102941,13,29926,0,0
S102942,478,282498,73,115632
S102943,167,179358,13,9737
S102944,195,229125,7,5747
S102945,171,257868,26,12324
S102946,185,210715,11,19239
S102947,177,341787,20,10180
S102948,433,868165,63,59472
S102949,250,605250,27,12582
S102950,223,332716,32,13472
S102951,396,604296,20,37440
S102952,457,399875,1,338
S102953,320,139200,54,30024
S102954,63,69615,3,5661
S102955,188,402884,13,14430
S102956,122,270840,17,25075
S102957,104,78312,20,16960
S102958,361,233567,38,33098
S102959,290,519390,11,12551
S102960,193,385421,17,17867
S102961,239,151765,42,25620
S102962,455,943670,84,128856
S102963,61,102053,8,13560
S102964,5,7265,0,0
S102965,134,109612,4,5168
S102966,113,141250,9,9459
S102967,24,45216,3,5208
S102968,96,180192,6,11310
S102969,331,532910,61,120170
S102970,212,234472,13,14313
S102971,72,74016,8,10800
S102972,77,149534,1,1250
S102973,62,83328,5,9965
S102974,241,473806,26,39754
S102975,496,801040,31,29915
S102976,200,372800,6,11568
S102977,117,189540,14,13412
S102978,304,501904,14,11984
S102979,313,620679,28,34748
S102980,401,936335,29,35786
S102981,34,64260,1,1748
S102982,255,307785,14,5810
S102983,333,203130,54,31482
S102984,445,1048865,56,33096
S102985,494,1129778,11,4730
S102986,322,453054,41,65723
S102987,204,312936,31,53723
S102988,373,251775,21,24927
S102989,248,326368,26,25584
S102990,28,65128,5,3625
S102991,451,628243,15,25290
S102992,129,66177,15,12390
S102993,309,133488,0,0
S102994,258,366876,42,26544
S102995,223,221216,2,1324
S102996,339,285777,21,15792
S102997,11,4950,2,2346
S102998,56,58688,0,0
S102999,279,504153,35,25620
S103000,31,61008,6,5844
S103001,201,275370,14,24136
S103002,434,824166,25,27000
S103003,270,512190,44,31108
S103004,21,20076,2,914
S103005,358,776502,40,52280
S103006,71,92016,6,5400
S103007,426,175938,25,8700
S103008,370,729640,62,59334
S103009,30,23760,4,6920
S103010,231,406329,20,19000
S103011,334,557112,1,899
S103012,250,492750,49,78400
S103013,221,286416,37,14393
S103014,183,399123,22,12892
S103015,297,523611,57,37848
S103016,201,240999,23,34891
S103017,26,39988,1,860
S103018,67,34706,7,7098
S103019,227,529137,25,27425
S103020,37,52059,0,0
S103021,8,16528,0,0
S103022,303,516009,24,28800
S103023,251,299192,5,9635
S103024,272,419152,9,17073
S103025,73,108770,7,9807
S103026,306,369954,3,3258
S103027,288,285696,56,87416
S103028,11,19844,2,2134
S103029,150,184200,16,7104
S103030,80,149040,5,7565
S103031,138,174570,27,37908
S103032,19,8664,1,934
S103033,49,53606,6,10926
S103034,422,225770,26,25532
S103035,458,761196,23,22057
S103036,327,611163,40,53880
S103037,494,276146,9,6174
S103038,64,127744,4,3644
S103039,248,318184,37,52725
S103040,131,310339,0,0
S103041,457,1062525,83,73372
S103042,270,562140,40,69480
S103043,184,233128,6,3936
S103044,355,678405,47,30550
S103045,230,279450,24,26568
S103046,92,166704,9,11979
S103047,331,139020,14,22260
S103048,352,219648,29,52838
S103049,43,97610,4,6564
S103050,257,618342,1,882
S103051,47,108241,7,9912
S103052,437,856957,31,59365
S103053,9,20385,0,0
S103054,13,25558,1,1500
S103055,233,312686,13,20618
S103056,271,209212,19,31388
S103057,413,569114,40,65880
S103058,371,833266,25,43150
S103059,365,451140,44,79288
S103060,41,29848,5,5245
S103061,410,412460,32,15360
S103062,178,422750,28,42616
S103063,86,150156,17,26962
S103064,361,612256,27,53676
S103065,12,11784,0,0
S103066,481,939393,46,74152
S103067,265,247245,47,74965
S103068,332,453180,64,33984
S103069,453,678594,36,67428
S103070,305,360205,11,15752
S103071,309,562380,21,25662
S103072,308,266728,33,55440
S103073,28,49028,1,1832
S103074,104,242736,17,31535
S103075,161,140070,10,6120
S103076,88,166848,6,11502
S103077,171,370215,17,19465
S103078,31,14074,6,6216
S103079,221,190944,18,8658
S103080,406,239946,34,49096
S103081,481,1185665,48,64176
S103082,296,602656,21,25116
S103083,32,47328,3,3993
S103084,140,337820,5,6655
S103085,303,612969,14,4228
S103086,278,252702,8,14616
S103087,349,256515,55,67210
S103088,324,451656,61,33550
S103089,497,494018,80,86240
S103090,108,255636,21,25158
S103091,94,222404,6,1938
S103092,415,340300,37,13431
S103093,266,503006,1,1627
S103094,254,143256,32,32064
S103095,405,298890,58,65366
S103096,486,1077462,43,74476
S103097,40,81440,1,363
S103098,482,444404,62,99572
S103099,453,999318,74,107004
S103100,432,1071360,43,34185
S103101,112,243376,2,3100
S103102,102,76296,1,1284
S103103,281,276785,49,66101
S103104,124,259160,14,21532
S103105,213,182541,8,14368
S103106,4,9648,1,1465
S103107,251,117217,39,27144
S103108,81,67149,8,4248
S103109,281,209064,43,60587
S103110,151,201887,25,46325
S103111,309,718734,44,69212
S103112,26,20384,3,5292
S103113,145,71195,7,11039
S103114,443,981245,23,41630
S103115,95,133855,8,5232
S103116,340,263160,40,36640
S103117,111,59496,0,0
S103118,233,216224,42,82614
S103119,420,409500,26,30212
S103120,179,397380,33,49665
S103121,53,82680,6,8676
S103122,172,373756,16,24480
S103123,490,566930,19,22306
S103124,428,278628,32,20992
S103125,55,130570,2,2080
S103126,373,571436,4,1972
S103127,130,282620,3,1809
S103128,225,176625,15,27120
S103129,367,184234,42,29274
S103130,211,196019,27,11988
S103131,224,546560,5,8415
S103132,118,205320,6,8178
S103133,335,211050,49,92267
S103134,323,594320,37,59866
S103135,437,874000,76,83448
S103136,77,79849,9,2844
S103137,165,100320,28,22204
S103138,450,958050,45,49680
S103139,40,29560,8,12944
S103140,435,980055,33,13299
S103141,365,861765,33,51216
S103142,300,208800,48,26064
S103143,434,815920,45,31725
S103144,318,164406,15,15390
S103145,295,648705,12,13428
S103146,440,699600,29,55651
S103147,167,85838,30,11850
S103148,376,325240,20,36880
S103149,478,924452,0,0
S103150,181,102446,33,38346
S103151,475,948575,10,3140
S103152,455,380835,88,104280
S103153,184,102120,18,28656
S103154,326,391852,6,11460
S103155,177,75402,19,36537
S103156,157,170031,5,6865
S103157,163,142951,8,3288
S103158,127,251841,4,4684
S103159,171,222129,13,13923
S103160,170,362780,18,14346
S103161,220,313940,41,27265
S103162,1,2231,1,876
S103163,73,125414,5,3195
S103164,125,202250,23,39583
S103165,290,405420,45,81585
S103166,67,103716,1,964
S103167,345,691035,64,91456
S103168,487,274181,96,158496
S103169,368,830208,18,25740
S103170,170,369580,0,0
S103171,249,322953,34,47192
S103172,316,545100,2,3248
S103173,331,292604,0,0
S103174,408,717672,10,3180
S103175,388,743796,14,24136
S103176,419,304613,73,143518
S103177,493,608855,10,18390
S103178,362,566168,40,13200
S103179,159,137058,5,7940
S103180,187,461516,8,4648
S103181,269,269538,20,26660
S103182,183,422547,28,8876
S103183,85,47515,14,24472
S103184,422,370516,77,143990
S103185,327,623589,53,18921
S103186,176,165616,32,33248
S103187,477,925380,18,17946
S103188,166,119354,15,27420
S103189,213,416202,26,12272
S103190,396,211860,6,9372
S103191,335,761790,19,16397
S103192,471,900081,77,81774
S103193,458,792340,18,8874
S103194,466,448758,17,8738
S103195,439,766933,47,53063
S103196,349,413565,13,21775
S103197,142,208740,21,7497
S103198,137,236325,21,25053
S103199,257,378818,31,38223
S103200,166,363540,10,10790
S103201,318,279522,36,23688
S103202,370,393310,74,44178
S103203,233,194322,0,0
S103204,410,973340,51,99093
S103205,228,386460,21,33264
S103206,265,374710,52,25844
S103207,40,25200,8,4112
S103208,84,99708,8,11184
S103209,308,435512,52,35412
S103210,109,217564,9,14454
S103211,171,132183,7,9912
S103212,483,1048593,41,63714
S103213,267,200784,29,52693
S103214,458,991570,0,0
S103215,372,220968,60,91860
S103216,145,297830,13,22854
S103217,56,74144,0,0
S103218,12,16440,1,1084
S103219,74,83102,1,688
S103220,462,826518,1,1118
S103221,134,311818,4,6720
S103222,12,23184,2,2520
S103223,206,92494,4,6924
S103224,325,343200,11,8624
S103225,352,461472,6,10992
S103226,173,400149,5,9765
S103227,476,892500,13,19864
S103228,451,847880,78,58890
S103229,102,241026,4,4212
S103230,41,51332,3,4179
S103231,221,281996,36,55872
S103232,230,419980,18,21402
S103233,279,286254,44,30492
S103234,259,463092,30,21120
S103235,61,56608,5,6080
S103236,110,144430,8,3008
S103237,459,772956,24,19440
S103238,288,124704,49,81144
S103239,87,184788,10,15420
S103240,77,167937,12,11748
S103241,10,13660,1,711
S103242,487,283921,7,3514
S103243,211,254044,35,49455
S103244,36,84312,7,3976
S103245,343,350889,1,1952
S103246,467,353519,1,1590
S103247,369,432468,22,29810
S103248,461,600222,10,4680
S103249,33,13926,6,4104
S103250,312,715104,18,22878
S103251,78,150150,13,22568
S103252,386,610652,54,88614
S103253,293,472609,31,53754
S103254,455,318500,31,53599
S103255,21,47649,1,338
S103256,215,179525,0,0
S103257,258,358362,17,25024
S103258,219,88914,25,39525
S103259,450,378450,49,89866
S103260,141,179634,3,2043
S103261,103,54384,12,16080
S103262,38,42104,5,8995
S103263,259,606319,33,17523
S103264,329,245434,7,13517
S103265,66,119196,2,2602
S103266,21,45087,0,0
S103267,71,141929,13,4849
S103268,347,733558,12,10656
S103269,374,414766,32,30080
S103270,281,610894,17,7939
S103271,151,268478,23,30981
S103272,93,123411,2,1420
S103273,448,732032,21,30387
S103274,482,1112938,25,19250
S103275,102,49776,14,16968
S103276,489,602448,59,62304
S103277,109,181921,15,12825
S103278,238,365806,24,21792
S103279,5,5080,0,0
S103280,181,335393,19,32699
S103281,41,37884,1,621
S103282,157,156215,13,12766
S103283,388,559108,50,21850
S103284,30,62640,0,0
S103285,320,283520,35,14035
S103286,123,165681,12,15780
S103287,218,187044,8,6032
S103288,179,399349,6,11658
S103289,14,6174,2,1368
S103290,100,79800,12,14712
S103291,364,698880,1,1108
S103292,91,48958,15,4740
S103293,494,987012,57,110865
S103294,348,612480,10,9070
S103295,103,67568,12,12768
S103296,357,878577,46,43608
S103297,377,912340,56,57008
S103298,155,236685,7,11158
S103299,380,738340,5,8360
S103300,224,169344,31,19778
S103301,382,277714,45,51075
S103302,209,248919,37,43512
S103303,91,206115,11,9405
S103304,335,407360,7,6300
S103305,27,58239,5,9790
S103306,146,325872,2,644
S103307,73,170309,11,3300
S103308,137,170976,21,38472
S103309,292,573488,52,101244
S103310,344,521848,13,6565
S103311,241,566350,41,33948
S103312,148,229104,1,551
S103313,417,577128,48,22752
S103314,210,119070,29,27521
S103315,288,253152,6,11604
S103316,486,250776,7,12355
S103317,360,178200,8,15440
S103318,73,93294,10,12000
S103319,19,19266,2,3578
S103320,208,232128,2,1184
S103321,472,636728,46,51888
S103322,65,40430,4,2992
S103323,363,895884,44,17952
S103324,29,51272,2,880
S103325,112,75824,12,11400
S103326,269,618700,50,27150
S103327,77,45507,11,4499
S103328,56,52248,2,3316
S103329,104,99320,15,6960
S103330,372,494388,19,6574
S103331,306,198900,48,44832
S103332,418,823878,49,83692
S103333,454,402244,17,26622
S103334,205,285770,4,1784
S103335,475,901075,50,73900
S103336,476,1115744,12,21216
S103337,474,1103946,89,39516
S103338,494,1037894,16,18480
S103339,255,237915,5,4275
S103340,181,357837,29,52345
S103341,144,323712,27,26217
S103342,18,19638,3,1650
S103343,484,903628,66,76164
S103344,55,107030,1,1809
S103345,430,591680,39,47541
S103346,35,85295,6,9510
S103347,47,56306,7,10346
S103348,280,586880,55,105930
S103349,237,380859,16,30848
S103350,299,556738,58,88566
S103351,245,316295,28,40264
S103352,218,237184,25,25500
S103353,353,315582,15,19200
S103354,309,617382,12,17556
S103355,42,28644,7,10654
S103356,88,113696,17,22525
S103357,260,352820,17,5712
S103358,343,393421,47,62651
S103359,197,210987,26,19032
S103360,272,140896,33,64482
S103361,194,207968,29,22765
S103362,458,422734,14,4606
S103363,346,784382,30,38130
S103364,230,372600,11,17754
S103365,150,250050,25,20000
S103366,415,707575,54,49248
S103367,263,107567,30,39870
S103368,292,421356,3,3318
S103369,67,146931,9,6741
S103370,22,39072,3,4566
S103371,413,824348,39,30264
S103372,281,628597,49,33908
S103373,106,165996,12,7548
S103374,83,129978,12,10464
S103375,138,126132,17,20927
S103376,393,421296,21,41895
S103377,113,91304,20,13700
S103378,458,197398,35,10605
S103379,3,5310,0,0
S103380,376,547456,67,77117
S103381,493,579275,42,80808
S103382,10,16190,2,2068
S103383,100,218300,20,17700
S103384,25,34050,2,1252
S103385,224,123872,13,21814
S103386,323,352070,0,0
S103387,214,152582,14,15120
S103388,427,415898,51,38454
S103389,294,400428,49,65121
S103390,140,162680,9,12735
S103391,42,42546,0,0
S103392,287,526645,17,8160
S103393,114,219222,4,4584
S103394,64,67968,8,11840
S103395,363,904596,11,3685
S103396,280,517160,2,742
S103397,16,12800,3,3300
S103398,171,396378,18,9720
S103399,26,49166,0,0
S103400,51,123471,1,1879
S103401,41,35957,7,11487
S103402,3,7197,0,0
S103403,434,589372,65,63700
S103404,170,274550,31,35402
S103405,335,828120,33,41250
S103406,194,459586,20,7340
S103407,353,702470,25,21825
S103408,129,298377,0,0
S103409,139,219342,9,5985
S103410,253,372922,3,3840
S103411,207,440289,17,15453
S103412,147,129213,1,1072
S103413,62,66960,0,0
S103414,400,671200,8,13944
S103415,70,68600,2,748
S103416,453,621063,69,90459
S103417,350,760200,57,41325
S103418,348,570024,17,25449
S103419,373,249537,65,60385
S103420,444,869352,12,7092
S103421,70,97510,9,4698
S103422,481,1184222,17,15504
S103423,380,719720,12,21828
S103424,467,732723,4,7268
S103425,419,873196,47,36660
S103426,151,86221,5,7840
S103427,435,496335,50,54500
S103428,254,327914,6,6996
S103429,231,420189,1,928
S103430,96,232896,8,7072
S103431,122,83082,23,35052
S103432,228,430920,16,9248
S103433,114,257412,4,5404
S103434,4,3324,1,346
S103435,419,750429,22,29634
S103436,130,240240,7,11550
S103437,47,41219,5,9350
S103438,270,610200,2,2464
S103439,307,221961,42,70392
S103440,134,111488,22,36916
S103441,401,469972,77,104797
S103442,426,454968,74,100048
S103443,436,307380,80,25040
S103444,374,753610,5,4600
S103445,137,110559,11,16577
S103446,114,198930,1,1511
S103447,275,189475,33,14454
S103448,143,277992,22,32142
S103449,212,319908,41,42804
S103450,108,149580,14,6930
S103451,373,634100,60,107760
S103452,134,179694,7,4823
S103453,152,190152,25,21450
S103454,36,32688,2,3208
S103455,379,714794,13,24869
S103456,143,291148,23,39353
S103457,128,65536,25,14800
S103458,85,125205,16,12640
S103459,30,30420,5,2955
S103460,4,6556,1,647
S103461,269,600946,19,31597
S103462,115,178825,6,10272
S103463,179,357642,8,4328
S103464,122,109434,17,27370
S103465,138,100188,22,31834
S103466,437,246031,61,32879
S103467,325,722475,6,8730
S103468,284,570556,53,56498
S103469,295,543390,19,8436
S103470,500,1209500,99,71478
S103471,91,108563,9,14616
S103472,80,141200,3,2112
S103473,258,564504,7,8393
S103474,163,276774,26,25168
S103475,33,75405,1,1623
S103476,478,696446,21,23541
S103477,77,40810,13,25454
S103478,52,83252,3,2517
S103479,265,512510,10,3550
S103480,394,732840,67,124285
S103481,135,305775,23,39514
S103482,327,130800,43,38184
S103483,423,295254,16,14192
S103484,365,553340,62,84878
S103485,284,449572,13,5330
S103486,9,16020,0,0
S103487,327,387822,41,28413
S103488,167,197394,11,9053
S103489,158,226098,9,13455
S103490,348,623616,60,116520
S103491,304,693728,35,38115
S103492,326,281990,17,24548
S103493,389,801340,0,0
S103494,109,157287,4,7280
S103495,85,92055,11,11990
S103496,66,100716,6,10566
S103497,371,900417,60,57600
S103498,39,78780,6,10614
S103499,435,900015,29,8787
S103500,124,88288,15,24780
S103501,76,66272,3,3513
S103502,83,136286,8,5184
S103503,34,71400,5,8400
S103504,293,576331,4,6748
S103505,449,994086,55,21010
S103506,1,431,1,416
S103507,358,418144,24,28464
S103508,347,700246,52,56628
S103509,202,190890,25,9100
S103510,259,461538,44,42900
S103511,281,694351,54,93852
S103512,101,236037,3,1179
S103513,106,185818,20,19440
S103514,286,432718,22,15972
S103515,487,1191202,63,100107
S103516,291,688506,15,13275
S103517,60,138420,4,1280
S103518,129,313857,2,2036
S103519,491,474306,72,38160
S103520,71,63332,3,6000
S103521,418,760342,64,89280
S103522,252,129024,16,11536
S103523,72,39384,14,19726
S103524,9,13374,1,1359
S103525,440,287760,6,11748
S103526,296,726384,56,78008
S103527,487,1056303,41,48503
S103528,245,295225,12,21924
S103529,138,264822,18,23868
S103530,348,496596,5,9130
S103531,358,850608,13,24531
S103532,359,823905,41,71135
S103533,87,140070,14,24850
S103534,446,957562,76,59052
S103535,418,731500,2,1218
S103536,3,1296,1,678
S103537,302,541788,25,48500
S103538,488,749080,20,22020
S103539,333,351648,37,70818
S103540,345,616515,69,82110
S103541,59,68971,4,4956
S103542,194,136770,20,18040
S103543,3,1212,0,0
S103544,256,104960,5,4475
S103545,122,200446,3,4182
S103546,347,385170,36,37188
S103547,96,38688,12,14964
S103548,424,1002336,19,11837
S103549,152,186352,7,10339
S103550,6,12126,1,1802
S103551,443,730064,80,49920
S103552,84,110712,3,1020
S103553,411,309072,22,40348
S103554,160,105600,8,11416
S103555,112,145712,15,29430
S103556,8,17624,0,0
S103557,107,69550,5,3335
S103558,142,153076,28,34888
S103559,289,367897,6,6648
S103560,201,274767,9,7821
S103561,43,105651,0,0
S103562,45,68670,7,13230
S103563,434,723478,8,8232
S103564,70,95270,5,6685
S103565,280,289240,46,60996
S103566,2,2420,0,0
S103567,378,549990,26,35958
S103568,241,150384,5,6065
S103569,203,251923,7,6188
S103570,15,15165,3,4194
S103571,128,93568,19,11400
S103572,303,356934,13,16744
S103573,86,191608,9,9243
S103574,347,464286,44,44352
S103575,8,17280,0,0
S103576,417,674706,16,29072
S103577,18,26910,3,3429
S103578,106,143842,0,0
S103579,493,377145,9,5805
S103580,492,246000,40,22080
S103581,479,738139,33,57552
S103582,343,528220,16,20032
S103583,455,1103830,70,101570
S103584,191,423447,4,1440
S103585,60,55320,7,13006
S103586,110,260370,17,32232
S103587,210,309960,21,11487
S103588,204,487152,35,47845
S103589,188,89676,23,45011
S103590,344,299968,66,19800
S103591,450,994950,6,2850
S103592,112,81312,11,3949
S103593,341,184822,54,34074
S103594,380,851580,21,30975
S103595,242,394460,4,2512
S103596,246,251166,11,7084
S103597,98,154252,5,3850
S103598,84,82656,6,2232
S103599,299,683514,58,92510
S103600,28,21644,5,3365
S103601,197,186756,6,4686
S103602,102,152592,4,7976
S103603,98,220598,8,13984
S103604,114,239400,4,7968
S103605,387,369972,25,37500
S103606,268,311952,30,12450
S103607,9,17820,1,593
S103608,314,479792,12,22632
S103609,292,692916,40,25800
S103610,450,669150,17,11458
S103611,224,263200,18,32256
S103612,217,226548,42,66150
S103613,20,46880,2,3880
S103614,466,478582,21,25221
S103615,245,441245,33,44253
S103616,438,984624,15,13185
S103617,119,241451,10,8110
S103618,345,418140,33,41184
S103619,308,715484,3,2133
S103620,64,102848,11,4389
S103621,137,217145,13,13481
S103622,221,397358,36,62352
S103623,159,221010,24,43680
S103624,245,229320,3,4245
S103625,318,510390,45,50580
S103626,54,55188,1,344
S103627,242,428098,30,58620
S103628,292,193304,40,57520
S103629,276,285384,27,31644
S103630,348,310764,60,25620
S103631,45,59265,6,4680
S103632,415,756545,28,10108
S103633,0,0,1,1029
S103634,351,365391,20,37660
S103635,310,689440,33,21516
S103636,285,140220,29,27376
S103637,118,218654,21,32067
S103638,138,343482,5,6610
S103639,37,72446,2,858
S103640,117,156312,17,17442
S103641,48,94176,6,4230
S103642,403,344162,65,54600
S103643,295,395595,18,9882
S103644,99,160281,11,21769
S103645,457,1083547,6,8706
S103646,500,408000,63,79947
S103647,161,208173,18,13104
S103648,112,261856,9,11448
S103649,464,715024,40,41680
S103650,396,520740,3,4485
S103651,189,186543,30,34590
S103652,52,72020,8,2432
S103653,421,274913,47,53439
S103654,121,176176,14,12096
S103655,498,683256,68,41752
S103656,285,698250,8,7856
S103657,291,679194,34,35666
S103658,155,285200,22,20878
S103659,9,15021,0,0
S103660,161,384951,1,1904
S103661,143,352924,25,10150
S103662,461,902638,5,9445
S103663,204,472668,38,68058
S103664,91,140777,8,12296
S103665,496,658688,78,43914
S103666,98,74088,17,9758
S103667,3,5247,0,0
S103668,480,974880,69,124338
S103669,151,87731,25,33400
S103670,494,792376,0,0
S103671,132,159456,8,10488
S103672,416,621504,62,97650
S103673,394,940084,72,93024
S103674,264,268224,26,34944
S103675,443,948020,19,17195
S103676,165,197175,4,6804
S103677,151,81993,18,9702
S103678,351,776061,14,11928
S103679,247,275652,28,10360
S103680,120,145320,18,18648
S103681,136,189584,10,7130
S103682,117,242424,4,2420
S103683,318,687198,62,77810
S103684,166,103086,27,19008
S103685,375,886125,27,49680
S103686,449,499288,82,82164
S103687,188,277676,36,14184
S103688,131,111088,22,42702
S103689,381,632079,46,61548
S103690,382,776988,20,14180
S103691,290,207350,12,18840
S103692,199,481779,28,26012
S103693,124,179676,21,33201
S103694,53,79288,6,7212
S103695,36,87804,0,0
S103696,475,1039775,38,36518
S103697,86,204422,6,6090
S103698,72,33192,1,760
S103699,106,169600,7,12488
S103700,197,319140,24,21384
S103701,176,276496,16,16720
S103702,26,10894,2,722
S103703,55,122815,7,13888
S103704,354,743400,58,113912
S103705,191,184888,2,620
S103706,119,197421,18,27612
S103707,375,556500,8,15144
S103708,57,96216,2,3088
S103709,292,308352,25,22475
S103710,157,95142,16,7920
S103711,9,17424,1,616
S103712,146,75774,21,15687
S103713,9,15876,1,1175
S103714,184,447488,33,39732
S103715,400,642400,56,66304
S103716,256,430080,5,7280
S103717,123,123369,18,25686
S103718,445,971435,24,16344
S103719,234,303030,4,2112
S103720,320,333440,20,32320
S103721,293,398773,32,9952
S103722,391,596666,14,15862
S103723,309,381306,29,33263
S103724,383,846430,0,0
S103725,220,296780,10,14810
S103726,182,365638,31,30225
S103727,284,422876,37,27676
S103728,63,152145,11,9658
S103729,126,248346,4,5280
S103730,407,326007,32,62272
S103731,61,147010,2,1198
S103732,464,469568,70,55650
S103733,9,14706,1,1240
S103734,395,391840,67,88976
S103735,171,214605,30,47550
S103736,283,400445,33,52734
S103737,384,320640,38,56658
S103738,469,956760,22,17358
S103739,320,514560,1,1640
S103740,382,399572,9,9693
S103741,131,276541,25,29225
S103742,493,1107278,12,18624
S103743,127,194437,21,12726
